Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
452,2384.0,3,3,1,1965,Suburban,Excellent,Yes,456907
453,2720.0,5,5,2,1952,Suburban,Good,No,523760
454,1427.0,3,3,1,1958,Rural,Good,No,278842
455,1452.0,1,1,2,1996,Downtown,Good,No,269148
456,2307.0,5,5,2,1991,Suburban,Fair,Yes,512853
457,1233.0,2,2,1,1991,Downtown,Good,No,264658
458,3066.0,4,4,2,1972,Suburban,Good,Yes,538245
459,1346.0,2,1,1,1952,Downtown,Good,Yes,270124
460,1583.0,3,2,2,1950,Downtown,Good,Yes,312863
461,1822.0,3,3,1,2016,Downtown,Excellent,Yes,433657
462,1904.0,4,4,2,2020,Suburban,Excellent,Yes,454594
463,1277.0,3,2,2,1952,Suburban,Good,No,224375
464,1986.0,4,3,2,1998,Suburban,Good,Yes,399098
465,3218.0,6,5,2,2016,Rural,Good,No,580236
466,1465.0,2,2,1,2004,Downtown,Good,Yes,381627
467,1261.0,3,2,2,1953,Downtown,Good,Yes,256453
468,3155.0,4,4,2,1980,Rural,Fair,Yes,521711
469,1468.0,3,3,2,2015,Downtown,Good,No,396190
470,2294.0,4,4,1,2013,Rural,Good,No,449782
471,1660.0,3,3,2,1980,Downtown,Good,No,369578
472,3062.0,5,5,1,2012,Rural,Excellent,No,568050
473,2553.0,3,2,2,2015,Downtown,Excellent,Yes,543239
474,3096.0,5,4,1,1980,Rural,Excellent,Yes,534502
475,2780.0,5,5,1,1996,Suburban,Good,No,542411
476,2296.0,5,4,2,1971,Rural,Excellent,Yes,434590
477,1190.0,1,1,1,1995,Downtown,Fair,Yes,257080
478,2231.0,5,5,2,2007,Suburban,Excellent,Yes,497627
479,2664.0,6,5,2,2010,Rural,Fair,Yes,483495
480,1661.0,3,2,1,1995,Suburban,Excellent,Yes,391667
481,2112.0,3,3,1,1950,Suburban,Good,Yes,401076
482,2400.0,4,4,2,1974,Suburban,Excellent,Yes,506171
483,2380.0,4,3,1,2010,Suburban,Excellent,Yes,511430
484,2452.0,4,4,2,1963,Suburban,Fair,Yes,456039
485,2345.0,3,3,2,1994,Suburban,Good,Yes,430349
486,2296.0,5,5,1,1988,Rural,Excellent,No,439638
487,1394.0,2,1,1,2015,Downtown,Good,Yes,370333
488,1120.0,1,1,1,1981,Downtown,Excellent,Yes,311916
489,3671.0,6,5,2,2007,Rural,Good,No,655018
490,2608.0,3,3,1,2005,Rural,Good,Yes,454585
491,2088.0,3,3,1,1955,Suburban,Good,Yes,394658
492,1736.0,5,4,2,2016,Suburban,Good,No,411127
493,2774.0,5,4,2,1999,Downtown,Excellent,Yes,618670
494,1171.0,1,1,1,1987,Downtown,Good,No,245809
495,1986.0,3,3,1,1952,Suburban,Good,No,320871
496,1766.0,3,2,2,1954,Downtown,Good,No,333983
497,2500.0,4,3,2,1973,Suburban,Good,Yes,462178
498,1983.0,4,4,2,2003,Downtown,Excellent,Yes,428876
499,3685.0,5,5,2,1983,Rural,Excellent,Yes,662149
500,2904.0,6,5,2,1988,Rural,Good,Yes,607796
501,1672.0,3,3,2,1997,Suburban,Excellent,Yes,365016
502,2072.0,4,4,2,1998,Suburban,Excellent,Yes,460623
503,1723.0,2,2,2,1983,Downtown,Good,Yes,342326
504,3841.0,6,5,2,1956,Rural,Excellent,Yes,645288
505,1501.0,2,2,1,1967,Suburban,Good,Yes,269985
506,2081.0,4,3,1,2019,Downtown,Fair,Yes,493775
507,2708.0,4,3,2,1983,Rural,Excellent,No,462882
508,3103.0,4,3,1,2000,Rural,Good,Yes,525145
509,2539.0,5,5,2,2017,Rural,Excellent,Yes,541947
510,1779.0,3,3,1,1963,Suburban,Excellent,No,350160
511,2575.0,4,4,2,2018,Suburban,Fair,Yes,525587
512,2527.0,4,3,1,1957,Suburban,Excellent,Yes,504686
513,3183.0,6,5,2,1964,Rural,Good,Yes,594030
514,2592.0,4,3,2,2008,Rural,Good,No,492328
515,1360.0,2,2,1,1960,Downtown,Good,Yes,261299
516,976.0,2,1,2,1969,Downtown,Excellent,Yes,275249
517,1928.0,2,2,1,2004,Downtown,Fair,Yes,442136
518,2854.0,4,3,1,1985,Rural,Good,No,430280
519,2021.0,4,3,1,1963,Rural,Good,Yes,348626
520,1385.0,2,2,1,2007,Downtown,Excellent,Yes,343781
521,1967.0,4,4,2,1987,Suburban,Good,No,399545
522,1007.0,2,1,1,1950,Downtown,Fair,Yes,239653
523,2109.0,4,4,2,2014,Rural,Good,No,369622
524,1920.0,4,4,1,1950,Rural,Good,Yes,341385
525,2353.0,4,3,2,2009,Rural,Excellent,No,428064
526,1831.0,4,3,1,1974,Suburban,Good,Yes,401787
527,1386.0,2,3,2,1959,Suburban,Good,No,261956
528,2409.0,6,5,2,1999,Downtown,Excellent,No,571178
529,2101.0,5,4,2,1961,Downtown,Fair,Yes,437686
530,2133.0,4,4,1,1981,Rural,Excellent,Yes,479523
531,2763.0,5,5,2,1982,Rural,Good,Yes,516623
532,2850.0,6,5,1,2021,Rural,Excellent,Yes,556456
533,3315.0,5,4,1,1975,Rural,Good,Yes,548512
534,1791.0,3,3,1,1991,Suburban,Fair,Yes,367347
535,2746.0,5,5,1,1999,Suburban,Excellent,Yes,564230
536,2271.0,4,3,1,2010,Rural,Excellent,Yes,431486
537,1798.0,3,3,2,1990,Rural,Excellent,Yes,371874
538,1890.0,3,3,1,2006,Downtown,Fair,No,431873
539,2845.0,4,4,1,1951,Suburban,Excellent,Yes,511958
540,2635.0,5,5,1,2019,Downtown,Excellent,Yes,654169
541,1880.0,4,3,2,1980,Rural,Good,Yes,326939
542,2549.0,4,4,2,1972,Suburban,Excellent,Yes,545893
543,1436.0,3,2,1,2003,Downtown,Excellent,Yes,389439
544,2592.0,4,3,2,1977,Suburban,Good,Yes,489242
545,1465.0,2,2,2,1968,Suburban,Fair,Yes,253910
546,1095.0,2,2,1,1997,Downtown,Good,No,257440
547,1290.0,2,2,2,1951,Downtown,Fair,Yes,205461
548,2239.0,4,4,2,1960,Suburban,Good,No,406842
549,1879.0,3,3,2,1993,Suburban,Good,No,366043
550,2530.0,5,5,1,2008,Suburban,Fair,No,469501
551,2713.0,6,5,1,2008,Suburban,Good,No,586583
552,2960.0,5,5,1,1987,Rural,Fair,Yes,527700
553,3009.0,6,5,2,1974,Suburban,Excellent,Yes,642353
554,2408.0,3,2,2,1970,Suburban,Excellent,No,410773
555,1870.0,4,4,1,1991,Rural,Fair,Yes,386067
556,2882.0,6,5,1,1985,Suburban,Excellent,Yes,592714
557,1358.0,3,3,2,1958,Downtown,Good,No,300263
558,1964.0,3,3,2,1961,Downtown,Good,No,394799
559,2987.0,3,2,2,1959,Suburban,Fair,No,468278
560,2428.0,4,4,2,2008,Suburban,Good,No,491544
561,1452.0,2,1,2,1954,Suburban,Excellent,No,204013
562,1233.0,1,1,1,1982,Downtown,Excellent,Yes,283039
563,2129.0,4,4,1,2018,Downtown,Fair,No,478874
564,1532.0,2,1,1,2012,Downtown,Fair,Yes,290967
565,1632.0,2,1,2,1978,Downtown,Good,Yes,350069
566,2579.0,4,3,1,1967,Suburban,Good,No,433480
567,1879.0,3,3,1,1955,Downtown,Good,Yes,410532
568,2339.0,5,4,1,2002,Suburban,Good,Yes,498185
569,2475.0,4,4,1,1981,Rural,Excellent,Yes,446806
570,1475.0,2,2,2,1991,Downtown,Excellent,No,365777
571,2629.0,4,4,1,1996,Suburban,Good,Yes,557871
572,2477.0,4,3,1,1980,Suburban,Excellent,No,474505
573,1497.0,3,3,2,2011,Downtown,Good,Yes,418144
574,2741.0,2,2,1,2005,Suburban,Good,No,466775
575,2523.0,5,5,2,1960,Rural,Good,No,465035
576,2089.0,4,4,2,1975,Rural,Good,Yes,372363
577,1296.0,1,1,2,1976,Downtown,Excellent,Yes,335721
578,2013.0,3,3,2,2006,Rural,Good,Yes,398669
579,2064.0,3,3,1,1976,Suburban,Good,No,388667
580,2093.0,3,2,2,2008,Downtown,Good,No,374534
581,1797.0,3,3,1,2011,Suburban,Fair,No,372202
582,2713.0,3,3,1,1969,Rural,Excellent,Yes,425974
583,1872.0,2,2,1,1952,Suburban,Good,No,310140
584,1496.0,4,3,1,1965,Downtown,Good,No,374141
585,1445.0,2,2,2,1993,Suburban,Good,No,295476
586,1512.0,3,2,1,1979,Downtown,Good,No,351506
587,1523.0,3,3,2,1989,Downtown,Fair,Yes,348221
588,1816.0,2,1,1,2014,Downtown,Good,Yes,354189
589,1689.0,3,3,1,1978,Downtown,Good,No,346799
590,1121.0,2,2,2,1979,Downtown,Excellent,No,271831
591,2034.0,3,3,1,1981,Downtown,Excellent,Yes,451825
592,2305.0,4,3,2,1959,Suburban,Excellent,Yes,477252
593,1679.0,3,2,1,2000,Downtown,Good,Yes,405751
594,1596.0,3,3,1,1957,Downtown,Good,Yes,404612
595,2289.0,5,4,1,2000,Rural,Fair,Yes,412171
596,2309.0,4,4,2,1985,Suburban,Excellent,No,495550
597,2438.0,3,3,1,2004,Suburban,Good,No,476547
598,901.0,1,1,1,1984,Downtown,Good,Yes,218830
599,1384.0,4,4,1,1985,Downtown,Good,Yes,347528
600,1498.0,3,3,2,2005,Downtown,Fair,Yes,353118
601,1702.0,4,3,2,1985,Downtown,Good,Yes,387645
602,2077.0,4,4,2,2010,Downtown,Fair,No,509176
603,1291.0,2,2,1,2011,Downtown,Excellent,No,353563
604,1401.0,3,3,2,1974,Downtown,Good,Yes,358586
605,1395.0,2,2,2,2013,Downtown,Fair,No,321418
606,1799.0,2,2,2,2009,Suburban,Good,No,336712
607,1461.0,2,2,2,2006,Downtown,Fair,No,330653
608,1908.0,4,4,2,2019,Downtown,Good,Yes,478322
609,1673.0,2,1,1,2001,Suburban,Excellent,No,323104
610,2414.0,4,4,2,2005,Suburban,Fair,Yes,493374
611,919.0,2,2,2,2012,Downtown,Excellent,Yes,269826
612,1919.0,3,3,1,2017,Suburban,Fair,Yes,405183
613,2035.0,3,3,1,1969,Suburban,Good,Yes,378828
614,2270.0,3,3,2,2003,Downtown,Excellent,Yes,487311
615,2435.0,3,3,1,1950,Rural,Good,Yes,396703
616,1279.0,1,1,2,1959,Rural,Fair,Yes,207243
617,800.0,1,1,1,1972,Downtown,Good,No,213732
618,1614.0,4,4,1,2000,Downtown,Good,No,395182
619,2968.0,4,4,1,1973,Rural,Excellent,Yes,539915
620,2388.0,4,4,1,1962,Suburban,Good,No,457912
621,1667.0,2,1,1,1978,Downtown,Excellent,No,346933
622,2065.0,4,4,1,2007,Downtown,Excellent,No,491364
623,1384.0,3,2,2,1992,Downtown,Good,Yes,347399
624,2647.0,5,5,2,1959,Suburban,Excellent,No,580440
625,1384.0,3,3,1,1980,Suburban,Good,No,291414
626,1238.0,2,2,2,1963,Downtown,Excellent,No,250483
627,1296.0,1,1,2,1983,Suburban,Fair,Yes,200226
628,2063.0,5,5,2,1966,Suburban,Good,Yes,432457
629,1581.0,2,2,2,1970,Downtown,Good,No,285562
630,1646.0,3,3,1,2016,Downtown,Good,Yes,405835
631,2231.0,4,4,1,2007,Suburban,Good,Yes,525926
632,2043.0,3,3,1,1957,Rural,Excellent,Yes,339166
633,2105.0,4,4,1,1987,Suburban,Fair,No,382399
634,1451.0,3,2,2,1975,Suburban,Fair,No,262747
635,2145.0,5,5,1,2013,Downtown,Excellent,Yes,548061
636,2048.0,3,3,2,1979,Suburban,Good,No,352694
637,1956.0,2,2,2,1958,Suburban,Excellent,Yes,322539
638,2236.0,3,3,2,1981,Downtown,Excellent,No,499453
639,1103.0,2,1,2,1960,Downtown,Excellent,No,261029
640,1150.0,2,2,1,1983,Downtown,Excellent,No,275699
641,1162.0,2,1,2,1967,Downtown,Good,No,214133
642,1573.0,1,1,1,1968,Downtown,Fair,Yes,278784
643,1773.0,3,2,2,2003,Downtown,Excellent,No,377645
644,1896.0,5,4,2,1986,Downtown,Good,Yes,444824
645,2629.0,5,4,2,1961,Downtown,Fair,No,566476
646,1250.0,3,3,1,1953,Rural,Good,No,207871
647,2504.0,5,5,2,1992,Suburban,Excellent,No,511768
648,1921.0,3,3,1,1976,Suburban,Good,Yes,388892
649,1907.0,4,4,1,2000,Suburban,Good,No,380195
650,1890.0,3,2,2,1954,Suburban,Good,Yes,325562
651,1236.0,2,1,1,1955,Downtown,Good,Yes,211400
652,3042.0,5,4,2,2005,Suburban,Good,No,614356
653,2621.0,4,3,1,2017,Suburban,Good,Yes,517085
654,2212.0,4,4,2,1993,Suburban,Fair,No,409509
655,2876.0,5,4,1,1964,Suburban,Excellent,Yes,573409
656,995.0,2,2,2,1991,Downtown,Good,Yes,242024
657,1068.0,2,2,2,1960,Downtown,Excellent,No,230864
658,729.0,2,2,2,1960,Downtown,Excellent,Yes,213438
659,1850.0,4,4,1,2015,Suburban,Good,Yes,394068
660,2281.0,4,4,2,1976,Suburban,Good,No,418073
661,1641.0,2,2,1,2007,Downtown,Good,Yes,368462
662,2690.0,4,4,1,2021,Rural,Excellent,No,509651
663,1494.0,3,3,1,1970,Suburban,Good,Yes,273390
664,1921.0,2,2,2,1970,Downtown,Good,No,358371
665,1696.0,4,4,1,2021,Downtown,Good,No,447221
666,1893.0,3,3,2,1950,Downtown,Good,No,388225
667,843.0,2,1,2,2007,Downtown,Fair,Yes,226807
668,1725.0,4,4,1,1962,Downtown,Good,No,378922
669,1125.0,1,1,2,1955,Downtown,Excellent,No,225877
670,1441.0,3,3,1,2007,Downtown,Good,No,322509
671,1814.0,3,2,2,1966,Downtown,Good,Yes,362267
672,2655.0,4,4,1,1961,Rural,Good,No,453343
673,1259.0,2,2,2,2001,Downtown,Excellent,No,339674
674,2203.0,5,5,1,2019,Suburban,Fair,Yes,504486
675,1434.0,2,1,1,2001,Suburban,Excellent,Yes,240410
676,3290.0,6,5,1,1986,Rural,Good,No,567701
677,1518.0,1,1,1,1952,Downtown,Good,Yes,291286
678,2047.0,4,4,1,1957,Downtown,Fair,No,457317
679,2284.0,5,5,1,1959,Rural,Fair,No,396199
680,2286.0,4,3,1,1996,Rural,Good,No,403509
681,2141.0,3,3,2,1990,Rural,Good,Yes,372597
682,1950.0,4,4,2,2013,Downtown,Excellent,Yes,463620
683,1316.0,4,3,2,1991,Downtown,Fair,No,339157
684,2522.0,3,2,2,1992,Suburban,Good,Yes,420704
685,2371.0,4,4,2,1958,Rural,Good,No,388680
686,1212.0,1,1,2,1963,Suburban,Fair,Yes,198741
687,1915.0,3,3,1,1953,Suburban,Fair,Yes,341510
688,1128.0,2,2,2,1951,Downtown,Good,Yes,218499
689,2217.0,3,3,1,1950,Suburban,Good,Yes,372304
690,1124.0,2,2,2,2014,Downtown,Good,No,309242
691,1970.0,2,2,2,1995,Downtown,Good,Yes,410704
692,2154.0,4,4,1,2008,Suburban,Good,Yes,442887
693,2111.0,2,2,2,1956,Suburban,Fair,Yes,316792
694,1862.0,3,3,1,2015,Downtown,Good,Yes,458772
695,1986.0,3,2,1,1964,Downtown,Excellent,Yes,418974
696,2190.0,3,2,1,2021,Suburban,Good,No,394867
697,1292.0,2,1,2,1996,Downtown,Good,Yes,297670
698,1313.0,1,2,2,1989,Suburban,Good,Yes,235955
699,1326.0,2,2,2,1991,Downtown,Excellent,Yes,342207
700,1891.0,2,1,1,2000,Suburban,Excellent,No,386622
701,2254.0,4,4,2,1984,Suburban,Good,Yes,425749
702,1462.0,2,1,2,1990,Downtown,Excellent,Yes,344864
703,1875.0,3,3,1,2006,Downtown,Fair,No,410877
704,1355.0,2,1,2,1987,Downtown,Fair,Yes,239567
705,1577.0,2,2,1,2021,Downtown,Excellent,Yes,417844
706,3310.0,5,5,1,1957,Rural,Excellent,Yes,636456
707,1737.0,2,2,1,2012,Downtown,Fair,No,369799
708,2564.0,5,5,2,1953,Rural,Good,Yes,489485
709,1359.0,4,3,1,1997,Downtown,Fair,No,310436
710,1883.0,5,5,1,2001,Suburban,Good,No,410087
711,1775.0,3,2,1,1987,Suburban,Excellent,Yes,370964
712,1929.0,4,4,1,1954,Suburban,Good,Yes,358894
713,2578.0,3,3,1,2019,Suburban,Good,Yes,503794
714,2089.0,5,4,1,1973,Suburban,Good,No,444842
715,1060.0,2,1,2,1966,Downtown,Fair,Yes,210789
716,3661.0,6,5,1,1975,Rural,Good,Yes,670624
717,2792.0,6,5,2,1952,Rural,Good,Yes,453552
718,1756.0,3,3,2,1951,Rural,Excellent,No,276914
719,1423.0,2,2,1,1951,Downtown,Excellent,Yes,307476
720,2255.0,4,4,1,1971,Suburban,Fair,No,393165
721,3623.0,5,4,2,2020,Rural,Excellent,Yes,658706
722,1157.0,3,3,1,1953,Downtown,Excellent,Yes,338653
723,1990.0,3,3,1,1987,Downtown,Excellent,Yes,482495
724,2900.0,4,3,1,2019,Suburban,Good,Yes,581078
725,1886.0,3,3,2,2001,Suburban,Good,Yes,415408
726,2433.0,5,5,2,1980,Rural,Good,Yes,445949
727,1185.0,2,2,2,1975,Downtown,Fair,No,225014
728,2098.0,3,3,2,1985,Suburban,Good,No,369663
729,1585.0,2,2,1,1975,Downtown,Good,No,305303
730,1864.0,3,3,1,1977,Downtown,Good,Yes,389475
731,2036.0,3,3,1,1954,Downtown,Excellent,Yes,441416
732,2151.0,3,3,1,1967,Rural,Good,Yes,364162
733,1216.0,4,4,1,1964,Suburban,Fair,No,259630
734,2189.0,3,2,1,2006,Suburban,Excellent,No,426703
735,1717.0,3,3,1,1954,Downtown,Excellent,Yes,410807
736,2750.0,4,3,1,1986,Rural,Excellent,Yes,459990
737,1469.0,2,1,1,1971,Downtown,Excellent,Yes,344615
738,2675.0,5,5,2,2001,Rural,Good,Yes,461492
739,2958.0,6,5,2,1964,Suburban,Excellent,Yes,581577
740,1753.0,3,3,2,1966,Downtown,Fair,No,391956
741,2013.0,2,1,1,2000,Suburban,Good,No,359936
742,1400.0,3,2,1,1994,Downtown,Good,Yes,331153
743,2115.0,3,2,1,2012,Suburban,Fair,Yes,432397
744,3018.0,6,5,1,1977,Suburban,Fair,No,585824
745,1527.0,1,1,1,2008,Downtown,Good,Yes,345097
746,2588.0,4,4,2,1970,Rural,Excellent,Yes,462154
747,1407.0,4,4,2,1991,Downtown,Good,Yes,404123
748,2749.0,4,4,1,2018,Suburban,Fair,Yes,526966
749,3776.0,6,5,1,1966,Rural,Excellent,Yes,655217
750,2425.0,4,4,1,2017,Suburban,Good,No,538465
751,1633.0,2,1,1,1956,Downtown,Good,Yes,301889
752,2622.0,4,4,1,1989,Rural,Good,Yes,418262
753,1008.0,1,1,1,1989,Suburban,Good,No,212787
754,1898.0,3,3,1,1992,Downtown,Good,Yes,457051
755,1654.0,4,4,1,2000,Downtown,Excellent,No,421982
756,2414.0,4,4,1,1972,Suburban,Good,No,397184
757,1844.0,3,3,1,1981,Suburban,Good,Yes,364179
758,2008.0,4,4,1,1980,Suburban,Excellent,No,471443
759,2353.0,4,4,2,1966,Rural,Excellent,Yes,435666
760,2711.0,4,4,1,2007,Suburban,Fair,No,531962
761,1448.0,2,2,2,1984,Downtown,Fair,Yes,336316
762,2433.0,4,4,2,1979,Downtown,Fair,No,512781
763,1772.0,2,1,2,2013,Downtown,Good,No,416816
764,1562.0,2,1,2,2002,Suburban,Good,Yes,332820
765,1549.0,2,2,2,2000,Downtown,Fair,Yes,342091
766,1874.0,5,5,2,1986,Suburban,Excellent,No,405364
767,1103.0,1,1,1,1955,Suburban,Good,No,179711
768,3560.0,6,5,1,1983,Rural,Good,Yes,632577
769,1881.0,4,4,2,2005,Downtown,Good,No,462277
770,2920.0,5,5,2,1974,Rural,Good,Yes,502841
771,1666.0,3,3,2,1962,Downtown,Fair,Yes,345917
772,1771.0,3,2,2,2012,Rural,Good,Yes,331413
773,1407.0,2,2,2,2015,Downtown,Excellent,Yes,344171
774,1937.0,2,2,2,1954,Downtown,Good,No,353247
775,1674.0,3,3,2,1960,Suburban,Good,Yes,342460
776,587.0,1,1,2,1993,Downtown,Good,No,218481
777,1509.0,2,2,2,2018,Downtown,Fair,Yes,336387
778,2129.0,3,3,2,1951,Suburban,Fair,Yes,391234
779,2268.0,5,4,2,1989,Suburban,Good,Yes,424822
780,2564.0,6,5,2,1986,Suburban,Good,Yes,540046
781,2519.0,4,4,1,1998,Suburban,Fair,Yes,494413
782,2329.0,4,4,1,1985,Suburban,Excellent,Yes,504684
783,2078.0,3,3,2,2019,Downtown,Excellent,Yes,479642
784,992.0,2,1,2,1983,Downtown,Excellent,Yes,274774
785,1802.0,4,4,1,2007,Downtown,Excellent,Yes,497707
786,2976.0,5,5,1,1986,Rural,Good,Yes,514901
787,1580.0,1,1,2,2009,Suburban,Excellent,No,255692
788,1449.0,3,3,2,1961,Suburban,Fair,No,293943
789,1827.0,4,4,2,1981,Suburban,Excellent,Yes,385200
790,2203.0,3,3,2,1953,Rural,Excellent,Yes,382204
791,1901.0,3,3,1,1982,Downtown,Excellent,Yes,483236
792,1893.0,3,4,1,1992,Suburban,Excellent,No,420179
793,1772.0,3,2,1,1958,Suburban,Good,Yes,298397
794,1894.0,3,2,2,2000,Suburban,Good,Yes,341118
795,2047.0,4,3,1,1969,Downtown,Good,Yes,418850
796,2608.0,4,4,2,1988,Rural,Good,Yes,470477
797,2492.0,3,3,2,1972,Rural,Fair,Yes,392295
798,2145.0,2,2,2,1990,Suburban,Good,No,407965
799,2846.0,6,5,2,1993,Suburban,Excellent,Yes,622807
800,2150.0,4,4,1,1984,Rural,Fair,No,355026
801,2858.0,5,4,2,1972,Suburban,Excellent,Yes,583028
802,1684.0,2,1,1,2007,Downtown,Excellent,Yes,425127
803,2120.0,3,3,1,1997,Suburban,Excellent,No,415800
804,3450.0,5,5,1,2007,Suburban,Excellent,Yes,700653
805,1672.0,2,1,1,2006,Suburban,Good,No,288013
806,2023.0,2,2,2,1988,Suburban,Excellent,Yes,386454
807,1861.0,3,2,2,1977,Rural,Excellent,Yes,309946
808,3171.0,5,5,1,2013,Rural,Fair,No,600844
809,3045.0,6,5,1,2011,Suburban,Good,Yes,617687
810,2268.0,4,3,2,2011,Downtown,Excellent,No,523100
811,3334.0,6,5,2,1975,Rural,Good,Yes,614433
812,2481.0,5,4,1,2000,Rural,Good,No,536922
813,1454.0,3,3,2,1999,Downtown,Good,Yes,360262
814,1597.0,3,3,2,1985,Rural,Fair,Yes,265027
815,3822.0,6,5,2,1975,Rural,Good,No,650202
816,2434.0,3,3,1,1982,Suburban,Excellent,No,433136
817,1954.0,4,3,2,2017,Suburban,Good,No,401196
818,2131.0,5,4,2,1957,Downtown,Fair,No,459468
819,1211.0,2,2,2,2015,Downtown,Fair,No,278365
820,1763.0,4,4,2,1972,Downtown,Good,Yes,427040
821,2496.0,3,3,2,2019,Rural,Excellent,Yes,486313
822,1855.0,2,2,1,2004,Downtown,Good,Yes,407068
823,1575.0,3,3,2,1992,Downtown,Good,Yes,394299
824,1020.0,2,3,2,1970,Downtown,Good,Yes,257420
825,2238.0,5,4,2,1971,Suburban,Good,Yes,403789
826,3229.0,5,5,1,1958,Rural,Excellent,Yes,574971
827,1588.0,2,1,1,1983,Downtown,Excellent,No,339350
828,1910.0,3,3,2,2008,Downtown,Fair,Yes,419849
829,1677.0,2,2,2,1975,Suburban,Good,Yes,325885
830,2187.0,3,2,1,1950,Suburban,Fair,Yes,382910
831,1350.0,3,3,2,1954,Downtown,Good,No,302286
832,2573.0,5,5,1,1990,Suburban,Good,No,517597
833,1613.0,3,3,2,2012,Downtown,Fair,No,406374
834,1876.0,2,2,2,1971,Downtown,Good,Yes,347173
835,2744.0,4,3,1,2017,Suburban,Good,Yes,531087
836,2546.0,3,3,2,1997,Suburban,Excellent,Yes,523487
837,2764.0,5,5,2,2015,Rural,Excellent,Yes,572778
838,1201.0,2,2,1,1965,Downtown,Fair,Yes,257851
839,2199.0,3,3,2,2002,Suburban,Excellent,Yes,464016
840,1933.0,3,2,1,2014,Suburban,Good,Yes,382087
841,1462.0,2,2,2,2013,Downtown,Good,No,342727
842,2013.0,4,3,1,2017,Suburban,Excellent,No,458834
843,1208.0,1,1,1,2012,Downtown,Excellent,Yes,342351
844,1426.0,1,1,1,2011,Rural,Excellent,Yes,276250
845,1333.0,1,1,1,2020,Downtown,Good,Yes,348870
846,2297.0,4,4,2,1994,Suburban,Good,Yes,431769
847,1061.0,1,1,1,2001,Downtown,Excellent,No,209138
848,2609.0,3,3,1,2014,Rural,Good,Yes,408217
849,3150.0,6,5,2,1951,Suburban,Good,No,603964
850,2712.0,5,4,1,1998,Suburban,Good,Yes,559821
851,2257.0,4,3,2,1971,Downtown,Good,No,436658
852,2396.0,5,5,2,1978,Suburban,Good,Yes,484707
853,2067.0,4,4,2,1984,Downtown,Fair,No,449971
854,2166.0,3,2,1,1973,Rural,Excellent,Yes,353434
855,1342.0,2,2,1,1979,Downtown,Fair,No,260787
856,504.0,1,1,2,1991,Downtown,Good,Yes,155907
857,2074.0,4,3,1,2020,Downtown,Good,Yes,469494
858,2970.0,5,5,1,1999,Suburban,Fair,No,570077
859,1923.0,3,3,1,2020,Suburban,Fair,No,428357
860,1498.0,3,3,1,2009,Downtown,Fair,No,331983
861,1823.0,3,3,2,1979,Suburban,Excellent,No,363950
862,2391.0,4,4,2,1961,Suburban,Good,No,447949
863,2762.0,6,5,2,1998,Suburban,Excellent,Yes,612276
864,1329.0,2,2,2,1995,Suburban,Good,Yes,266052
865,2405.0,3,2,1,1992,Suburban,Good,Yes,457683
866,2062.0,3,3,1,1951,Suburban,Good,No,364609
867,1645.0,3,3,2,2003,Downtown,Good,Yes,386127
868,1784.0,3,3,1,1984,Downtown,Excellent,Yes,385916
869,2487.0,4,3,1,2001,Rural,Good,Yes,420306
870,2538.0,4,4,2,1982,Rural,Good,No,454569
871,1514.0,3,3,2,2021,Downtown,Excellent,Yes,450890
872,1988.0,3,3,1,2000,Downtown,Excellent,Yes,462894
873,2409.0,4,4,2,1975,Suburban,Excellent,Yes,521618
874,2310.0,3,3,2,2011,Suburban,Good,Yes,456737
875,1092.0,1,1,1,2010,Downtown,Excellent,Yes,263284
876,1449.0,2,2,2,1975,Downtown,Good,No,297319
877,2649.0,4,3,1,1986,Suburban,Good,No,520486
878,2219.0,4,4,2,1979,Suburban,Good,No,413310
879,1864.0,3,3,2,1960,Downtown,Good,Yes,386007
880,2307.0,1,1,2,2002,Downtown,Fair,No,440069
881,2015.0,3,3,1,1990,Downtown,Good,Yes,465633
882,2247.0,3,2,1,1954,Suburban,Excellent,Yes,413441
883,1396.0,3,3,1,2015,Downtown,Good,No,371479
884,579.0,1,1,2,1962,Downtown,Fair,Yes,173174
885,2116.0,4,4,1,2012,Suburban,Fair,Yes,456331
886,1470.0,3,2,1,1974,Downtown,Excellent,No,371623
887,2395.0,3,3,1,1993,Suburban,Good,Yes,470574
888,1538.0,3,2,1,1963,Downtown,Good,No,315687
889,1472.0,2,2,1,2018,Downtown,Excellent,Yes,390389
890,888.0,1,1,2,2008,Downtown,Excellent,No,236881
891,1730.0,2,2,1,2005,Suburban,Good,Yes,319966
892,2886.0,4,4,1,2001,Rural,Good,Yes,488408
893,3630.0,6,5,2,2015,Rural,Excellent,No,675865
894,1561.0,3,2,2,2017,Downtown,Good,Yes,393978
895,2364.0,5,5,1,1961,Suburban,Fair,Yes,509606
896,1981.0,4,5,1,2017,Downtown,Excellent,Yes,526574
897,1276.0,1,1,2,1992,Downtown,Good,Yes,286343
898,2820.0,5,5,1,1955,Rural,Good,Yes,490793
899,1304.0,3,4,2,1964,Downtown,Good,Yes,317379
900,1946.0,3,3,1,1991,Downtown,Fair,No,407114
901,1661.0,3,3,1,1980,Downtown,Fair,Yes,361951
902,1719.0,3,2,1,2002,Downtown,Excellent,Yes,406789
903,1287.0,3,3,2,1955,Downtown,Fair,Yes,314365
