price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,zipcode
1287580,5,2.8,2957,19434,3.0,98101
666412,3,4.0,4184,18030,2.5,98104
1714523,4,2.2,2733,2483,2.5,98102
214134,4,3.8,4541,3481,2.5,98103
1174289,6,2.0,969,1955,1.5,98107
1841199,6,4.1,811,17364,1.5,98105
538972,6,4.3,3347,1704,1.0,98103
1027965,5,4.2,3649,15688,2.5,98102
1173994,1,1.9,2669,15397,2.0,98109
1034176,2,3.8,4823,12508,2.0,98107
1226808,4,3.2,1488,3100,2.5,98109
570551,2,4.9,1931,14952,1.5,98104
213038,4,2.4,4610,15168,3.0,98103
1040049,6,4.1,713,14091,1.5,98103
980491,1,2.5,4647,6681,1.0,98103
1266959,1,2.6,4652,16774,2.5,98101
1916583,4,1.4,1812,19907,1.5,98108
1424572,5,2.0,3720,13385,3.0,98107
308722,6,1.7,2955,2638,1.0,98104
182079,1,1.6,3940,10958,1.5,98102
252053,1,1.0,2904,2234,2.5,98107
650530,3,4.2,1199,1183,3.0,98108
1277165,1,2.9,2066,19327,1.5,98101
1601814,3,4.2,1809,15530,2.5,98108
1127833,1,3.5,1180,17423,2.5,98102
530488,1,4.3,2208,7596,1.5,98106
485423,5,3.0,4400,10530,1.5,98108
1242929,5,1.4,2664,4039,1.5,98108
373390,6,3.5,4864,10907,3.0,98109
313579,1,3.7,2287,9011,1.5,98102
1328523,6,3.5,1217,19467,2.0,98102
1330334,6,4.2,1220,3310,1.5,98105
1714221,6,3.9,3734,3265,1.0,98103
1256308,6,2.7,4357,6465,2.0,98108
1049701,4,4.3,2687,16457,1.0,98108
981011,4,3.8,4458,6024,1.0,98108
1826531,1,1.5,4252,12730,2.5,98108
1706671,4,3.2,4739,14200,3.0,98108
1537331,1,3.9,2769,17362,2.0,98105
188563,5,3.2,1280,16862,2.0,98107
833066,2,4.8,1129,12344,2.5,98101
1604623,3,1.4,4421,8059,1.0,98101
755552,4,3.9,3577,1361,3.0,98108
376032,4,4.3,3812,8593,3.0,98105
647897,5,3.8,3626,11942,2.5,98104
1894085,4,2.5,2930,8934,1.5,98107
822800,1,2.5,4041,6849,3.0,98108
1352549,1,3.3,3642,6467,1.5,98107
1381673,2,2.6,2129,6996,2.5,98109
1475402,2,4.5,1973,7343,1.0,98109
1612833,2,1.4,979,17362,1.5,98109
1952897,1,3.6,2569,14446,2.0,98109
1777757,6,1.5,1060,15534,1.5,98109
1529359,6,3.2,3195,6442,1.0,98101
1213950,2,3.9,3159,18918,1.5,98105
599148,2,1.7,3259,16665,2.5,98101
726555,1,3.8,2503,18233,1.5,98106
651763,5,1.6,4716,13331,2.0,98107
534090,4,3.5,3286,13062,1.5,98105
923698,3,3.0,4492,11498,2.5,98102
726787,6,2.2,1961,13902,1.5,98109
1985740,6,1.4,1394,10185,3.0,98108
1387803,1,3.9,1506,16717,1.0,98101
792406,1,2.5,4782,16178,2.0,98108
893804,3,1.3,1017,16204,1.0,98101
698074,3,4.1,1500,10478,2.0,98105
1011568,2,1.9,4247,5122,1.0,98107
1630677,3,3.9,1139,10222,2.0,98106
1130174,4,3.3,1229,14575,1.5,98102
1604510,4,1.8,932,19787,1.0,98103
1880815,6,1.3,4437,14532,2.0,98106
1715970,4,3.4,3310,9412,1.5,98103
339226,4,1.1,3437,8254,2.0,98101
865673,4,1.3,4696,8758,2.0,98102
277286,2,3.8,1621,13527,2.5,98109
487785,6,3.2,2826,12635,2.5,98103
1110321,1,2.3,2378,19660,1.0,98103
862461,6,3.2,3916,18754,1.5,98105
1242673,6,3.4,3442,13231,3.0,98101
282732,6,3.3,2114,17298,2.0,98101
1768224,3,3.6,1562,9292,1.0,98101
663474,1,4.8,2972,8472,2.5,98104
974044,3,2.6,1018,12267,1.5,98109
934200,2,2.2,3924,5807,2.5,98105
263030,2,1.2,709,8407,2.0,98108
774238,5,1.6,1366,5488,2.5,98103
1664710,5,1.4,4440,2104,2.5,98104
1068652,2,2.3,675,6815,1.5,98105
1436652,2,3.4,4029,14036,1.0,98102
198554,3,1.2,716,10941,2.0,98103
335555,2,3.9,3410,16211,2.0,98101
494191,1,2.6,1103,15012,1.5,98107
1552337,3,4.9,2242,1200,1.0,98106
1604094,2,3.3,3803,18266,1.5,98102
1439517,3,4.1,1319,15557,1.5,98109
364451,3,4.4,1561,7160,2.5,98103
970597,4,4.6,2971,12974,1.0,98103
1382762,5,3.1,3970,5333,2.0,98101
1675794,3,2.6,3512,10460,3.0,98107
822944,6,3.2,3455,11689,2.0,98101
1536205,3,2.6,3126,10519,1.5,98108
818747,6,2.0,684,17092,3.0,98102
274695,4,2.3,3948,14424,1.5,98103
934315,2,1.9,1101,8621,3.0,98109
1394476,3,2.1,1809,3464,2.5,98108
1151844,4,1.4,1871,6925,1.5,98106
1531006,1,2.7,3266,19486,3.0,98107
1311519,4,1.9,1512,15774,2.0,98101
1881780,5,2.8,2354,10822,2.5,98101
1520394,5,4.2,506,9215,1.5,98102
758691,2,2.8,687,1091,1.0,98106
623189,6,4.8,4545,3610,2.5,98107
1460706,2,1.6,2123,4730,3.0,98102
1293064,6,4.4,1639,15428,1.0,98103
1786132,6,2.0,562,1310,1.0,98102
440530,6,4.7,940,3093,1.0,98102
1890634,6,1.9,1867,8310,3.0,98101
712784,5,4.0,1086,5067,2.5,98101
1897865,5,1.2,878,19655,1.0,98108
291531,3,3.5,1755,7310,1.0,98102
1345269,5,1.9,2987,10412,3.0,98108
1044465,2,3.7,2941,11057,1.5,98109
969484,5,3.5,4446,16006,1.5,98108
753650,2,4.7,1236,15047,2.5,98104
1649295,1,3.5,3847,14300,1.0,98109
1969984,5,2.6,1373,18445,2.0,98101
1336936,2,1.8,3738,6621,1.5,98103
394855,6,3.6,598,13838,1.0,98103
1605979,4,1.5,2959,11295,2.5,98106
1124961,6,4.3,3799,12108,2.0,98106
481374,3,2.0,913,16715,1.5,98107
1514811,2,3.1,813,5207,1.5,98107
330783,6,3.4,2873,12627,1.0,98109
1184106,5,2.4,2285,7641,1.0,98106
1853847,5,3.7,1932,10523,2.0,98102
333707,1,2.0,4825,19977,3.0,98105
427816,4,1.1,2094,18708,2.5,98101
1528236,2,4.8,4083,16691,1.0,98103
1036420,6,2.3,837,16107,1.0,98104
1500503,4,3.9,4841,5876,1.5,98105
1828254,1,3.0,1057,7466,2.0,98108
395114,3,3.7,4799,6556,3.0,98104
293373,4,1.4,1716,19936,3.0,98108
397697,1,3.1,4410,17761,2.5,98108
1260355,2,2.6,3930,5652,2.5,98107
1268758,3,2.8,1235,7446,1.0,98109
1096914,5,4.9,3825,6983,2.0,98109
1815724,1,1.5,2831,15959,1.5,98107
1705743,5,4.0,2765,1752,2.5,98106
1006331,3,2.3,4123,2433,3.0,98103
1336836,1,2.2,681,4195,1.0,98101
973159,1,2.1,707,8838,1.0,98102
1929867,3,2.4,2970,14775,1.5,98105
1021129,2,2.4,1693,2536,2.0,98109
1937106,1,2.1,4734,8341,3.0,98109
1769187,3,3.7,4849,17161,1.0,98107
696701,4,1.2,1689,7837,1.0,98106
836958,5,2.3,2158,2722,2.5,98107
380904,1,2.1,925,9797,3.0,98106
1146413,4,4.0,4077,5439,1.5,98105
568349,1,1.6,1929,1658,1.0,98106
834838,2,4.8,1068,11917,3.0,98101
847968,3,1.7,3126,10652,2.0,98105
1651405,1,2.5,730,15711,3.0,98101
129083,3,1.8,1494,7705,2.0,98105
608819,6,2.1,2156,10549,2.0,98102
1369432,1,4.0,4539,1859,1.5,98105
1464821,2,2.9,1289,5995,1.0,98104
1950463,2,1.7,3125,11072,2.0,98104
1697608,4,1.2,1536,4013,1.5,98106
827147,2,1.9,4938,1731,3.0,98108
1098382,3,4.8,2112,19789,1.0,98106
704037,6,4.4,838,9584,1.0,98101
1890117,2,2.8,1085,1691,1.5,98109
1088836,1,2.9,921,19769,1.5,98104
1934276,2,4.6,1813,3901,2.5,98107
1854673,6,3.4,1813,6187,3.0,98101
891047,3,4.5,4342,9803,2.5,98109
656791,1,3.0,1677,14301,2.5,98103
1352922,4,1.8,2238,7970,1.0,98103
659996,4,3.9,2166,2442,2.5,98108
765472,4,3.1,4723,13878,3.0,98102
1725335,1,3.7,1014,12360,1.5,98109
1094244,4,1.6,3829,16323,1.0,98103
828513,2,3.6,1488,3913,1.0,98102
1256237,1,2.5,4695,13453,2.5,98105
1783951,1,2.3,1917,2589,3.0,98109
210081,1,3.7,3225,2072,1.5,98109
1968317,5,3.4,2696,5319,3.0,98108
438590,3,3.6,2514,19624,2.0,98108
1815982,5,4.9,950,6167,3.0,98107
943093,5,3.8,1033,1104,2.0,98103
731503,5,3.6,3415,1961,1.0,98103
1104730,3,3.5,2043,1280,3.0,98105
727164,5,2.6,1318,15105,3.0,98109
1009192,4,4.4,2189,2439,3.0,98101
1162864,1,2.5,2793,1173,2.5,98103
101195,1,3.8,1972,14040,1.0,98109
332725,2,2.2,2701,9359,3.0,98107
495864,6,1.6,745,4216,1.5,98102
342231,4,1.5,1314,1564,1.0,98102
755290,3,3.5,3614,13508,3.0,98101
214053,6,2.3,892,3667,1.5,98103
643586,1,2.1,4758,14084,2.5,98104
1931175,5,3.4,1670,10322,1.5,98101
1829240,2,1.1,3727,13842,1.0,98101
1535200,2,2.0,3062,4806,1.0,98103
1138075,1,2.4,2693,15478,2.0,98105
1486536,4,3.8,4083,6721,2.0,98108
495485,6,3.2,3840,17290,2.0,98105
1792495,2,4.4,2843,9096,2.5,98107
1343774,1,2.3,2861,13515,1.0,98109
1566111,4,2.2,3116,9157,2.5,98101
1865861,1,1.1,3024,10311,1.0,98105
1719211,1,4.8,1642,17881,2.0,98102
1409507,4,3.0,3081,2024,2.0,98101
1396208,4,3.0,4134,3226,1.5,98107
386585,4,4.7,1087,19592,2.0,98107
1828599,1,2.2,1689,17693,2.0,98101
72431,2,2.3,560,2690,3.0,98107
1422401,3,3.6,2340,2881,1.0,98106
1293131,3,4.1,1802,16262,2.0,98106
697008,1,3.8,4804,4076,3.0,98101
623441,1,4.2,536,10738,3.0,98107
318512,2,3.3,1657,19772,3.0,98101
948792,4,4.5,3459,9391,2.0,98105
226076,1,3.2,1920,6753,2.5,98101
1318300,5,1.9,3823,4259,2.5,98101
1997763,4,3.2,1006,5397,1.0,98108
1679849,1,3.9,2114,5235,2.5,98105
1935077,5,3.6,1767,1371,2.0,98105
1413046,6,2.0,1472,16623,1.0,98103
1731601,2,1.2,949,3149,1.0,98102
1834997,5,2.0,4715,10608,1.0,98104
728758,1,4.9,3880,2667,1.5,98101
803753,3,1.7,711,16712,2.0,98107
100861,1,2.9,2831,16670,2.0,98108
1436617,3,3.6,4101,14161,2.5,98102
1311553,2,4.5,1564,14811,2.5,98101
701406,2,4.0,1946,8380,2.0,98107
1953585,4,4.6,3516,16174,1.5,98106
771001,4,3.4,2032,10270,3.0,98105
59078,3,4.5,3453,18720,1.5,98106
374912,3,2.1,2333,3470,1.5,98106
1673911,2,2.7,2907,5763,2.5,98109
908058,5,4.4,3805,13953,1.5,98104
894092,3,2.3,1856,9696,2.5,98101
1858322,3,4.5,2753,17197,2.5,98104
1017290,5,2.5,4497,7165,1.0,98108
1493717,4,2.5,2636,8368,1.5,98104
265048,4,2.2,1435,5268,1.5,98105
810581,3,3.2,1622,2375,1.5,98103
1740696,4,1.5,2009,6614,2.0,98106
966838,4,1.1,1210,10186,3.0,98109
699438,6,4.6,1493,17771,3.0,98105
1255663,4,4.7,554,9495,2.0,98102
83320,2,1.3,2140,6679,1.5,98103
377025,1,3.2,2861,16655,2.5,98103
665115,3,3.2,3675,8866,2.0,98104
1611863,3,2.5,2256,9675,2.5,98103
414359,2,3.3,1275,17303,2.0,98101
993793,1,2.8,855,4368,1.5,98109
1358507,1,3.0,3950,10621,1.5,98107
993187,2,4.0,3242,17750,2.0,98104
456845,5,3.1,1063,11559,1.5,98109
1946558,5,2.3,2894,19480,1.0,98102
1647690,1,3.3,3392,7773,2.0,98109
150734,5,3.6,2026,6814,1.5,98109
207702,5,3.6,4620,12907,2.5,98102
804122,5,3.5,4687,4719,3.0,98107
1275811,1,3.7,2876,17862,3.0,98104
1197087,5,2.2,2061,9062,1.5,98105
1033939,3,2.8,3519,8995,2.5,98105
1372373,6,3.7,4937,2922,2.5,98109
1781897,1,4.0,3444,11982,3.0,98106
656229,2,2.7,4491,2926,1.0,98101
779497,5,2.5,1041,9403,1.0,98105
1918670,4,3.9,3073,4593,2.0,98101
148818,1,1.9,1653,17661,2.0,98107
1023950,2,1.0,4089,7542,2.5,98103
202360,6,2.9,2246,11751,3.0,98102
1876491,3,1.7,1672,2593,1.5,98107
669369,2,2.5,1799,19235,2.0,98109
611165,5,2.2,4232,7475,1.0,98105
423706,4,4.1,3767,5994,2.5,98104
982817,5,2.3,570,8860,2.0,98105
1310533,2,3.6,1722,10623,2.5,98107
122715,1,3.7,1101,10654,1.5,98104
191398,4,2.8,1988,12971,2.0,98109
1732955,4,1.3,3661,9598,3.0,98106
1617628,2,3.8,3394,16741,1.5,98103
1231208,6,1.3,2311,12322,1.0,98102
915580,6,1.4,2272,9903,2.5,98104
133186,5,1.8,500,16785,1.5,98109
1785826,2,2.1,2681,14931,1.5,98102
1249670,4,4.4,3823,6259,1.5,98103
644604,2,3.7,3277,13488,2.5,98103
1126956,4,2.5,1408,12850,3.0,98105
684486,5,4.9,2422,11476,2.5,98105
314500,1,2.0,2486,2536,2.5,98107
120326,1,3.4,4542,2890,1.0,98101
928879,2,4.4,2337,16146,2.5,98102
689282,4,4.2,4141,1957,2.5,98105
270971,1,1.4,1000,13806,3.0,98105
856481,4,3.8,2322,3459,2.5,98107
1567509,5,2.0,1831,18135,2.5,98107
1990369,2,2.4,4846,6893,2.5,98103
1901090,4,3.0,3452,13119,2.5,98104
1885669,2,4.2,2126,8081,1.0,98102
1267060,4,1.7,1727,4621,1.0,98102
1081519,6,1.4,2555,13989,2.5,98103
839352,6,1.6,2655,7987,2.5,98107
534410,4,1.9,2377,13034,1.0,98106
1868242,5,1.2,4561,8323,1.0,98101
1440281,2,4.7,3364,1011,2.5,98109
1893954,3,2.3,3070,5267,2.5,98101
275314,4,1.7,1896,4598,3.0,98107
1537292,4,3.6,4981,5406,1.0,98108
1858476,6,4.1,4778,2118,1.0,98106
1901317,1,4.0,3469,15580,1.0,98101
1678094,6,3.9,4089,3004,2.0,98102
1996830,2,1.2,2391,17447,1.5,98107
1590448,6,4.1,1773,6666,1.0,98105
566998,3,3.0,2745,7609,2.0,98109
997531,5,3.6,4210,10528,1.5,98108
1618560,3,4.8,536,12845,1.5,98104
515757,5,4.2,3440,8127,1.0,98105
1473060,3,4.3,920,19801,1.5,98103
558062,6,1.7,3579,17463,2.0,98102
1682185,3,2.9,4715,18436,1.0,98105
182028,6,4.8,4308,16859,2.5,98104
281447,6,3.3,2919,12945,2.5,98107
910563,2,1.4,2780,2691,2.5,98101
1539700,6,3.9,2834,17271,2.0,98106
1045843,1,1.2,1237,8618,2.0,98109
1910971,3,4.0,1918,6079,1.5,98106
676045,4,4.5,2541,3321,2.0,98109
1531235,4,2.7,2285,19672,1.0,98102
1984267,4,2.7,1562,4401,3.0,98108
351207,1,2.2,4068,9856,2.5,98109
1474945,6,4.5,871,15691,1.5,98103
1477120,3,3.2,3096,2518,1.5,98106
1441538,5,3.3,1502,3225,2.5,98105
316847,5,3.6,3023,16378,2.5,98106
770488,2,2.2,1918,19377,1.0,98109
646387,1,2.7,3701,6160,1.5,98103
469065,3,4.0,1126,17644,2.5,98108
737220,6,4.9,2321,18669,2.0,98107
81585,4,1.1,4936,1386,1.5,98109
1513807,1,1.2,4807,2253,2.0,98104
1045043,1,2.7,3461,6820,2.5,98103
1666449,3,3.6,2146,9599,1.0,98109
339102,6,2.5,2499,12629,1.5,98103
1386737,2,5.0,3135,1409,1.5,98103
1485397,6,1.8,2843,9368,2.5,98101
1012854,2,1.0,3659,16833,2.0,98104
1914434,2,1.8,1509,2751,3.0,98107
329922,4,4.5,3718,5995,2.5,98108
750601,4,1.6,4650,16969,2.0,98102
1140805,3,2.9,3312,7955,2.0,98107
1185228,6,2.7,4240,4868,3.0,98109
964699,2,3.7,4538,1281,1.5,98104
299474,3,1.2,4334,12730,1.0,98109
1802300,2,3.6,2299,9660,3.0,98104
962935,1,2.4,3384,2234,2.5,98101
310116,5,4.7,1822,14309,2.0,98106
921310,5,4.4,3109,5391,3.0,98104
1942064,2,2.6,1224,7757,2.0,98105
994994,3,5.0,2911,3769,1.5,98108
570985,4,1.2,1815,4931,2.0,98102
69975,6,4.2,1912,6208,1.0,98109
207795,2,2.7,4042,9431,2.5,98103
1515071,2,2.7,2054,11096,1.5,98103
1307949,6,1.7,925,14186,2.0,98106
979065,4,3.1,4449,10964,1.0,98105
1074939,2,1.3,4994,11891,1.0,98106
1295709,1,3.5,803,10311,2.5,98105
924829,4,2.0,603,4058,1.5,98108
1803089,1,3.9,863,7881,2.5,98109
1393862,5,3.4,3347,13480,2.5,98102
1911924,6,4.0,3223,17876,1.0,98109
1687188,4,4.0,4448,12107,3.0,98108
1274613,4,1.8,1608,12508,2.0,98101
438076,3,1.0,2915,3912,1.5,98108
710008,3,2.5,2397,17195,3.0,98107
740493,6,4.7,1214,16764,2.5,98101
1018181,4,3.3,3372,7800,1.5,98103
670347,5,3.9,1702,7259,2.5,98106
1062092,2,4.5,591,10517,1.5,98101
672605,6,4.6,2023,16265,1.5,98105
775495,6,3.1,4479,18229,2.0,98106
1395766,3,3.2,668,12785,1.0,98102
1538856,5,4.4,1819,1120,2.0,98107
151459,6,4.2,2740,13223,2.0,98107
811985,5,3.8,1369,6053,3.0,98106
250422,6,3.4,3266,9922,2.0,98106
1930901,3,3.5,3857,2853,1.5,98106
1200096,2,2.5,3787,5916,2.5,98109
635560,3,4.4,1474,18123,3.0,98109
797512,6,3.5,4956,7472,1.5,98102
566123,5,1.9,4638,18255,2.5,98109
1428369,1,2.0,2728,16789,2.5,98102
376818,3,4.4,3058,12864,3.0,98103
1086548,5,3.5,3009,9033,2.0,98109
194832,3,2.6,2833,19236,3.0,98103
202999,6,1.7,1820,9735,3.0,98104
398619,5,3.4,2079,14012,3.0,98105
111367,2,1.7,2408,1496,2.5,98101
803315,5,2.9,2284,16418,2.0,98102
455804,4,3.7,2415,7478,1.0,98106
958182,1,3.3,3480,11269,2.5,98102
807038,6,4.7,756,14857,3.0,98102
1334382,5,1.2,1740,19747,2.5,98104
954586,6,2.1,3069,9651,1.5,98107
1806169,3,1.2,1249,7877,2.0,98101
1143314,3,1.8,3822,2431,1.0,98106
607685,5,1.5,3786,7390,2.0,98102
1442909,4,3.9,1233,16388,1.5,98106
1437087,5,2.5,2886,10525,1.0,98104
1092377,2,4.7,4823,8544,2.5,98107
252332,4,1.1,1759,5373,1.0,98109
432729,6,3.6,2913,2316,3.0,98101
1961627,5,4.9,3405,5402,1.5,98106
1210029,6,1.7,2996,14384,3.0,98103
1118392,1,2.8,3054,9564,1.5,98107
1009744,4,3.8,4204,1433,2.5,98106
973780,5,3.5,2609,10935,2.5,98102
819299,1,3.3,3902,6953,3.0,98105
1964538,5,2.3,4782,17123,1.5,98107
1515291,2,3.9,2028,18777,1.5,98104
1056080,3,3.6,1350,15858,2.5,98104
421000,6,1.7,2801,16030,2.0,98102
263567,5,4.9,4909,15396,3.0,98108
1613509,4,3.2,4123,7626,3.0,98103
645923,5,3.1,3795,17405,1.5,98108
1992811,5,4.4,1879,1514,1.0,98108
266184,5,3.6,3998,11990,2.5,98101
348090,5,1.3,1915,12261,2.5,98108
367348,4,3.0,2769,12072,2.0,98102
1281534,4,4.1,3307,5778,1.0,98106
1039156,5,3.8,2299,16193,1.0,98101
1376283,3,4.9,4108,1993,1.0,98104
142324,5,1.1,3313,15326,2.0,98107
273536,6,2.0,2502,10564,2.5,98107
1855808,6,3.2,2619,2588,1.0,98106
1370567,4,3.5,955,15641,2.5,98105
76155,6,2.1,3646,15321,2.5,98104
391815,6,4.3,3384,17057,2.0,98107
1739755,2,1.7,1438,18763,2.5,98105
1968318,5,1.0,2184,17078,1.5,98107
510494,5,4.8,3065,6388,2.5,98101
199381,5,2.6,3909,19949,1.5,98107
1230267,5,4.8,2585,19684,1.0,98102
1574986,1,2.1,2866,10300,1.5,98101
493324,5,1.3,639,12817,1.0,98109
84707,4,4.1,926,3210,1.5,98104
987841,4,4.3,3402,10297,1.5,98104
1617053,1,3.0,2517,13877,1.0,98104
1966545,5,1.3,1718,1147,2.0,98102
1820440,3,3.6,4810,4508,2.5,98103
1801550,5,1.7,2412,6679,1.5,98103
796788,4,4.4,4181,4226,3.0,98101
403299,2,2.1,2936,7103,2.0,98108
1885289,6,4.4,1952,16947,2.5,98108
1257068,2,2.7,2217,11368,2.0,98103
1572688,3,3.4,2699,2293,2.0,98107
220102,5,4.2,3674,9181,1.0,98108
444274,1,1.2,1928,17799,3.0,98105
267285,5,4.3,1811,7978,2.5,98103
1436980,3,1.6,1246,4081,2.0,98105
1258052,3,2.4,3289,3889,1.0,98101
808842,6,2.9,3606,10792,2.5,98105
1072788,3,4.6,3414,13465,1.0,98107
1259504,2,1.1,1253,7687,2.5,98101
1763136,6,3.2,983,4097,2.0,98108
900610,5,3.6,4092,4268,1.5,98107
346141,5,2.3,887,5837,3.0,98105
993115,1,2.2,2288,12741,1.5,98101
1742137,3,3.0,1044,19160,1.5,98109
1795171,3,1.7,3406,7539,2.0,98108
1347076,4,2.9,3465,8831,1.0,98105
1788993,6,4.1,3246,16960,3.0,98109
1230887,4,4.4,1661,9139,1.5,98103
1857610,6,2.5,4726,11266,1.0,98106
295546,2,3.5,3822,1507,3.0,98106
1295309,6,1.0,2158,18086,2.0,98109
701233,5,3.2,4961,7271,3.0,98108
1668136,1,4.9,920,12679,2.5,98105
1974401,6,2.2,2308,7562,2.0,98108
1946220,6,3.4,4487,14967,1.5,98103
1091592,6,4.0,4565,4491,2.5,98108
196470,1,3.4,2709,1823,1.0,98103
694318,3,2.7,4690,10885,1.5,98107
1417223,1,1.6,1685,7687,2.5,98103
1105146,3,2.9,2319,4150,2.0,98107
380929,5,2.2,1430,4127,2.5,98101
1631974,1,3.8,3886,3908,2.5,98109
1597691,3,2.8,1853,14365,1.5,98103
129141,5,4.4,1156,8640,2.5,98101
62115,5,1.8,1705,14843,3.0,98109
1137638,3,2.7,3367,5318,1.5,98109
859343,3,3.2,955,10344,3.0,98107
1726925,2,1.5,4870,14969,2.5,98106
1393276,5,3.4,2584,8024,3.0,98102
440479,3,2.2,2990,6859,2.0,98107
1624833,5,1.9,1374,17186,2.0,98105
880185,1,1.6,3607,7271,2.5,98107
447686,4,2.4,4663,7141,3.0,98106
1220439,4,4.7,1933,13757,2.5,98107
846657,6,1.1,4955,11400,2.0,98107
1599652,3,4.4,3692,13802,3.0,98104
697296,3,2.6,4238,12652,2.0,98108
1599302,5,3.2,4529,1881,3.0,98101
1075799,6,3.1,1074,3571,1.5,98101
1777132,3,4.7,1595,12552,2.5,98102
1728687,5,4.1,3395,12752,3.0,98108
850101,3,4.9,2488,18434,3.0,98108
1733541,5,4.2,789,1368,1.5,98107
1869822,3,2.2,2967,2916,1.0,98104
1094257,2,4.9,2088,15458,1.5,98102
98320,5,4.9,1978,14002,3.0,98102
1014918,2,1.5,1304,12624,1.0,98106
546758,2,4.6,1111,11559,2.0,98109
1245225,2,3.7,971,11873,2.5,98105
1223930,2,4.7,2469,4762,1.0,98107
662297,1,4.7,4964,6419,2.0,98103
1880301,6,4.6,909,15865,3.0,98106
498625,4,4.5,2125,12281,1.0,98109
78625,1,1.5,4459,18594,1.5,98104
786400,3,1.6,4074,2726,2.5,98104
1384809,3,1.5,660,4321,1.5,98104
1135063,6,1.4,3225,18604,1.5,98103
1557630,4,2.4,4366,5036,2.5,98109
1326647,4,3.7,4608,4990,1.5,98105
1995456,4,2.4,3978,18230,3.0,98104
538011,2,3.9,2486,1272,1.5,98103
1410858,1,4.3,2378,18332,3.0,98105
1272471,3,3.7,3926,6209,1.5,98105
480424,1,2.9,3817,1269,3.0,98106
366205,1,2.2,920,16599,1.0,98105
998163,1,1.5,4393,10498,3.0,98108
1097328,4,3.0,999,10050,2.5,98102
151376,6,3.9,745,19164,1.5,98105
1523682,6,3.2,4941,15799,1.0,98102
1964142,4,3.9,979,12067,1.5,98103
883487,3,2.3,1833,5893,3.0,98105
817629,3,1.3,3067,4161,1.5,98104
1380228,3,4.1,4765,5454,2.0,98107
1570708,6,1.9,4714,17763,1.0,98109
208056,6,3.5,1257,19598,2.0,98101
684457,1,4.2,2610,16027,1.5,98106
1893133,4,1.6,608,17953,3.0,98105
610347,2,3.4,1245,9317,1.0,98102
512785,1,3.8,2016,17728,1.0,98104
1726273,5,4.0,2123,5025,3.0,98102
1598229,6,1.6,1848,9958,1.0,98109
1082766,1,4.3,3811,12689,3.0,98107
579992,4,1.4,1209,4048,2.0,98104
1028080,5,3.1,4087,3313,1.5,98105
778744,1,2.8,4847,14257,1.0,98105
792488,4,1.9,1237,1029,1.0,98106
685567,4,2.2,3051,4524,1.0,98101
732568,6,1.7,2701,19203,2.0,98107
692804,2,2.7,1941,11207,3.0,98103
572828,1,1.1,1183,2931,3.0,98108
528366,4,4.6,2420,12913,2.0,98101
771384,3,1.7,2707,10638,1.5,98105
1007386,4,4.5,3851,13107,2.0,98109
469139,2,4.5,2719,18595,1.0,98101
569777,4,2.8,4484,12204,1.5,98101
1474764,6,3.0,3915,10726,2.5,98108
282549,1,2.2,770,4277,1.5,98105
1652029,6,5.0,2389,12634,2.0,98105
1690067,1,3.7,1779,3521,1.0,98106
534965,5,4.8,4494,2905,1.5,98107
840546,1,2.7,3964,8559,3.0,98109
1032469,5,4.5,3330,12742,1.5,98102
86321,6,2.8,2067,13344,2.5,98106
385441,3,4.5,2537,10282,1.5,98109
1981660,2,1.5,1293,9219,1.5,98101
1984312,3,3.5,1530,7797,1.5,98106
1343590,5,3.7,1359,17010,1.0,98107
206498,4,3.6,1050,7044,2.0,98105
1116348,4,2.8,2065,7375,1.0,98103
1988762,3,3.7,1177,15283,1.5,98107
840144,4,2.0,961,6497,3.0,98101
444583,5,3.4,2022,8952,3.0,98107
288389,6,3.2,1734,9882,3.0,98101
689430,2,2.3,1636,14910,1.5,98106
1714600,1,4.1,4712,11694,1.5,98101
1150500,5,1.3,2748,11584,2.5,98107
1626590,5,1.7,623,5685,2.5,98104
1449872,1,2.9,4751,16929,2.0,98105
1126299,1,4.6,4430,19142,1.5,98101
808470,2,3.3,4276,11954,1.5,98108
1985502,2,4.4,3384,18770,3.0,98104
714468,2,3.1,4989,11178,2.5,98105
258786,4,4.1,2597,7722,1.0,98101
1658507,5,2.3,3272,2661,2.5,98101
736684,6,4.3,2301,5916,2.0,98107
1988904,1,2.6,4173,8312,1.0,98106
1313008,5,3.2,643,7512,3.0,98106
1078400,5,1.7,665,16787,2.5,98107
1238575,2,4.7,3638,8110,1.5,98105
930112,2,3.8,568,13540,2.0,98104
408690,5,4.4,3001,14247,2.0,98109
989947,2,1.8,524,6246,1.0,98109
129973,4,1.3,4428,17357,1.0,98103
1948457,1,2.3,2857,7264,2.0,98101
684122,5,3.1,4607,1373,2.5,98104
1859250,1,4.2,1076,7484,1.5,98104
1098173,4,2.6,4829,7174,3.0,98101
1552025,2,2.1,3382,8720,1.5,98109
337681,3,2.5,1090,19400,2.5,98102
544509,4,3.8,2167,17587,1.0,98107
1962584,3,2.3,1798,6491,3.0,98107
1730386,1,4.9,4747,13699,1.5,98108
1645476,5,1.7,4023,7704,1.5,98101
275049,2,4.0,2763,3649,3.0,98103
1367191,4,3.4,4363,9537,2.0,98106
216703,2,1.9,4905,14508,3.0,98101
814357,3,4.0,4744,9938,1.5,98107
