Product,Price,Quantity,Total Revenue
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Phone,800,17,13600
Laptop,1200,17,20400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Phone,800,17,13600
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Tablet,300,17,5100
Monitor,200,17,3400
Phone,800,17,13600
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Phone,800,17,13600
Phone,800,17,13600
Tablet,300,17,5100
Phone,800,17,13600
Tablet,300,17,5100
Laptop,1200,17,20400
Laptop,1200,17,20400
Monitor,200,17,3400
Phone,800,17,13600
Phone,800,17,13600
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
Phone,800,17,13600
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Monitor,200,17,3400
Laptop,1200,17,20400
Monitor,200,17,3400
Tablet,300,17,5100
Tablet,300,17,5100
Laptop,1200,17,20400
Monitor,200,17,3400
Laptop,1200,17,20400
