Age,Income,IsStudent,Purchased
21,106760,0,0
35,72751,0,1
36,67492,1,1
60,45364,0,0
52,33361,0,1
57,82949,0,0
31,46070,0,1
50,118722,0,0
31,37409,0,0
51,44854,0,0
21,111742,1,0
41,44655,1,1
46,24952,1,0
36,51365,0,1
23,98298,0,0
50,81156,0,0
57,114233,1,0
36,71724,0,1
18,30455,1,1
22,102746,0,0
44,62673,0,1
33,15974,0,1
23,27679,0,0
57,76791,0,0
30,42429,0,1
65,33073,0,0
52,85207,0,0
36,45365,0,1
29,70928,1,0
33,89453,0,0
60,22784,0,0
27,113962,0,0
42,116201,1,0
37,27291,0,0
48,99462,1,0
21,41154,0,0
61,40650,0,1
40,83741,0,0
19,117348,0,0
39,110830,0,0
54,51201,0,1
25,54479,0,0
24,87920,0,0
31,97797,1,0
20,65243,0,0
33,83595,0,0
36,46734,1,1
35,103927,0,0
33,96451,0,0
25,114978,1,0
50,57568,0,0
29,40793,1,1
28,67204,0,0
22,61746,0,0
44,46989,0,1
29,64465,0,0
34,105841,0,0
23,76383,0,1
50,31767,1,0
22,53652,1,0
45,98732,1,0
31,99244,1,0
22,28383,0,1
50,85784,1,0
65,116733,0,0
58,75089,0,1
36,41440,1,1
39,67443,0,1
22,71325,1,1
19,101766,0,0
47,110190,0,0
64,70919,0,0
56,31611,0,0
21,78483,1,1
50,37457,1,0
30,25256,0,0
37,69856,0,1
24,55533,0,0
32,114826,1,0
40,113995,0,0
31,43281,1,1
40,82275,0,0
36,16525,1,1
46,31453,0,0
37,21251,0,0
46,34507,0,0
41,94396,1,0
35,101644,1,0
27,42906,0,0
58,88185,0,0
25,114591,1,0
43,28193,1,1
46,111558,0,0
27,112192,0,0
34,96449,0,0
19,79042,1,1
23,74516,0,0
22,96165,0,0
45,45692,0,1
58,85490,0,0
22,48512,0,0
35,25719,0,0
43,70427,0,1
37,42649,1,1
58,27402,1,0
44,117880,0,0
29,24216,0,1
24,46050,0,0
20,110808,1,0
27,65093,1,1
51,20050,1,0
42,61716,1,1
52,17438,0,1
33,62431,0,1
19,31760,0,0
41,92614,1,0
27,31473,0,1
55,58815,1,1
39,77460,1,1
43,24257,1,1
60,102986,0,0
56,40634,0,1
44,75403,1,1
46,61573,0,1
64,43648,0,0
55,107712,1,0
37,63980,1,1
44,25296,0,0
58,75197,1,0
37,36959,0,0
61,29570,0,1
36,50423,0,1
37,95263,1,0
52,32899,0,0
64,50785,0,0
19,77806,0,0
47,71963,1,0
51,92875,0,0
39,49341,0,1
20,20597,0,0
23,107648,0,0
32,117230,0,0
44,25244,1,0
27,18796,0,0
26,90589,1,0
50,43528,0,0
49,33648,0,0
65,98967,0,0
23,15535,0,1
58,63469,1,1
53,79912,1,0
19,59493,0,0
46,87417,0,0
21,60785,0,1
18,100017,0,0
36,116377,1,0
43,81561,1,0
42,45869,0,1
27,80094,0,1
32,115355,0,0
39,45192,1,1
65,84157,0,1
38,111102,0,0
39,101483,0,0
53,94941,0,0
51,72544,0,1
47,19403,1,1
42,51091,1,1
62,67510,0,1
45,103061,0,0
18,20017,0,1
62,54203,1,1
21,71473,0,0
24,67123,1,1
26,63260,1,1
53,60938,0,0
36,72929,0,1
18,100265,1,0
27,108966,0,0
53,119120,0,0
26,52372,0,0
62,116728,0,0
63,68252,1,1
59,29628,0,0
49,27501,0,1
49,45131,1,0
23,104102,0,0
65,104360,1,0
55,83348,0,1
34,113348,0,0
27,107862,0,0
44,24402,1,0
52,106861,1,0
38,70956,0,1
42,66920,1,1
45,41000,1,1
64,104795,0,0
32,82462,0,0
21,81392,0,1
46,20988,0,0
26,89279,0,1
44,71999,0,1
43,84674,0,0
36,96618,0,0
45,68426,0,1
34,73824,0,1
60,113910,0,0
58,89399,0,1
59,75659,1,0
37,52790,0,1
62,110343,0,0
57,37118,0,0
56,67025,0,1
40,74938,1,1
64,20149,0,0
49,53079,0,1
64,17484,0,1
50,70474,0,0
63,105727,0,0
22,63601,0,0
60,58809,0,0
65,35791,1,0
51,84343,0,0
57,41648,0,0
28,46090,0,1
20,105636,1,0
50,111485,0,0
28,116477,0,0
33,32857,0,0
35,77327,0,1
47,108386,0,0
65,57967,1,0
27,68709,0,0
35,82948,1,0
55,63861,0,1
36,83718,1,0
53,35948,0,1
30,48782,0,1
63,65756,1,1
20,97789,0,0
27,116031,1,0
55,83388,0,0
18,99528,1,0
44,81809,0,1
63,22649,1,1
25,44002,0,1
63,49723,0,0
59,89314,1,0
34,105312,1,0
26,85085,0,0
23,96399,0,0
60,26809,0,0
42,73169,0,1
56,23302,0,0
45,23100,1,1
50,83447,0,0
54,92627,0,0
26,89635,1,0
35,70020,0,1
38,20663,0,0
19,110440,1,0
60,108827,1,0
55,59649,1,0
57,62136,1,0
53,51104,0,1
60,54137,0,1
54,17534,1,0
32,82762,0,0
45,67445,0,1
35,24585,1,1
51,107796,1,0
39,107947,0,0
28,113470,1,0
30,91438,1,0
21,51392,1,0
39,99267,1,0
24,98324,0,0
60,46126,1,0
41,57485,0,1
21,60798,1,0
45,83310,1,0
32,24017,0,1
18,40700,0,1
20,105680,0,0
31,110446,1,0
55,51507,1,0
18,62679,0,0
55,107221,0,0
55,104938,1,0
38,52232,0,1
65,110599,0,0
46,104661,0,0
22,39020,1,1
27,112239,1,0
45,72172,0,1
38,112305,0,0
24,28746,0,0
20,78537,1,0
62,19094,0,1
64,83466,0,0
37,114067,0,0
36,45755,1,1
52,110641,0,0
21,26552,0,0
22,116754,1,0
18,74491,1,0
21,34779,0,0
29,44000,0,0
44,100639,0,0
59,68953,0,0
40,72564,0,1
42,29102,0,1
38,16861,0,0
41,58574,1,1
42,47682,0,1
62,93819,0,0
63,106133,0,0
49,92972,0,0
49,108960,0,0
22,80185,1,1
53,89426,0,1
63,63120,1,1
59,53297,0,0
59,23299,0,1
56,56348,0,1
33,56384,0,1
50,91693,1,0
38,110299,1,0
26,47687,0,0
23,79577,0,1
62,75047,0,0
52,25191,1,1
56,71884,0,0
39,69911,0,1
58,92303,0,0
22,98447,0,0
59,109165,0,0
40,115330,0,0
34,107480,0,0
29,58726,0,1
40,49623,0,1
33,98517,0,0
20,65000,0,0
47,86494,0,0
39,95241,0,0
26,111172,0,0
46,78027,0,0
64,73995,0,0
54,57876,0,1
40,66070,0,1
30,105688,0,0
49,119065,1,0
63,81224,0,0
64,40365,1,0
65,44663,1,1
40,80436,0,0
62,119610,1,0
34,118376,0,0
57,98275,0,0
38,78211,0,1
19,25909,0,0
54,75883,0,0
23,27713,0,1
61,27614,0,1
35,113097,0,0
47,35734,0,1
39,45709,0,1
50,37885,1,1
47,86622,0,0
34,93267,0,0
60,101128,0,0
49,28341,1,1
59,54435,0,0
31,27976,1,0
27,97910,0,0
64,92869,0,0
53,20290,1,0
51,60812,1,0
26,65528,0,1
59,73570,0,0
45,71399,1,1
28,63437,0,1
31,104122,0,0
56,72907,0,0
64,96876,0,0
36,63723,1,1
32,50655,0,1
45,70833,1,1
41,95096,0,0
25,38997,0,0
60,81876,0,0
26,41013,1,1
64,47862,1,0
50,67448,1,1
50,102818,0,0
36,60608,1,1
20,99612,1,0
27,55894,0,1
57,100201,0,0
64,65649,0,0
59,77104,0,0
18,91459,1,0
46,54821,0,0
51,62940,0,0
30,25935,0,1
18,104577,0,0
51,27467,1,0
46,26073,0,0
65,22691,0,1
64,61538,1,0
30,39490,1,1
65,30688,0,1
46,113505,0,0
56,65650,0,0
41,28829,1,1
43,18086,1,1
34,17590,0,0
24,54893,0,0
30,88396,0,0
22,53176,0,1
43,82484,0,0
20,117267,0,0
24,113997,0,0
56,41295,1,0
18,53131,0,0
34,59893,1,1
60,26924,0,0
42,119191,1,0
20,25851,0,0
32,22734,0,0
46,57681,0,0
60,20293,0,1
49,68203,1,1
43,28820,0,0
33,82827,0,1
42,62163,0,1
45,27391,1,0
26,116002,0,0
18,56970,0,1
46,61823,1,0
39,45796,0,1
33,114345,0,0
58,98127,0,0
61,51389,0,0
58,18352,0,0
24,98598,0,0
31,43172,1,1
46,25937,1,0
36,108657,1,0
36,95138,0,0
19,103672,0,0
58,81481,1,1
62,100348,0,0
32,88509,1,0
20,38552,0,0
28,29118,1,1
63,26290,1,1
47,40123,0,1
57,96919,0,0
35,74551,0,1
65,67136,0,0
19,78886,0,0
49,90902,0,0
25,82333,0,1
39,106992,0,0
23,59016,0,0
29,36427,0,1
64,17257,0,1
57,82733,1,0
53,23222,1,1
32,40187,0,1
45,94688,0,0
62,35781,1,0
35,116216,0,0
19,26004,0,1
30,72600,0,1
62,40515,0,0
32,95952,0,0
37,86688,1,1
46,87708,0,1
59,18185,1,0
46,105888,0,0
20,69476,1,1
36,111279,0,0
20,46212,0,0
31,107154,1,0
57,89697,1,1
21,63533,0,1
28,98003,1,0
48,102125,0,0
60,52630,1,1
49,83606,1,1
44,89099,0,0
47,105790,0,0
60,31585,0,0
19,110833,1,0
26,64240,0,1
45,29772,0,1
48,94991,0,0
51,86835,1,0
32,90724,0,0
65,105299,1,0
42,113053,1,0
53,102091,0,0
25,109859,0,0
26,32938,1,1
54,36983,0,0
65,27874,1,0
62,105341,1,0
56,75896,0,1
49,61209,0,1
34,47822,0,1
52,35750,0,0
54,117335,0,0
36,57083,0,1
61,42946,0,0
46,16552,0,1
24,110585,0,0
45,88331,1,1
26,20271,0,0
45,95201,0,0
23,80651,1,1
46,116917,0,0
34,43994,1,1
33,42186,0,1
40,45267,1,1
48,54140,0,0
20,39935,1,1
38,46748,1,1
43,105139,0,0
53,18837,0,1
59,79875,1,1
54,116837,0,0
39,77694,1,1
59,24610,0,1
29,43615,1,1
59,91644,0,0
30,119135,0,0
28,37347,0,1
33,49062,0,1
25,70122,0,0
57,63431,0,1
57,88086,0,1
62,43205,1,0
19,33459,0,0
47,38750,1,0
47,42729,0,1
29,53585,0,1
27,98698,0,0
61,60635,0,0
28,59854,0,0
32,91226,0,0
33,44104,0,1
34,97293,0,0
43,29770,0,0
19,90993,0,0
29,32957,0,0
43,70178,0,1
40,110155,0,0
35,35828,0,0
49,32171,0,1
55,114849,0,0
64,76465,0,1
20,28146,0,0
55,61266,1,0
20,60939,0,0
47,29202,0,0
18,52142,0,1
47,78828,0,0
62,102367,1,0
49,74046,1,0
45,24849,0,1
38,74272,1,1
63,35439,0,0
30,97526,0,0
44,93872,0,0
53,50344,0,0
24,103489,1,0
39,68276,1,1
27,20051,0,0
56,64474,0,0
32,90604,0,0
32,31967,1,0
21,36773,0,1
49,111550,0,0
40,89383,0,1
23,85417,1,1
41,56182,1,1
37,78589,0,1
54,88235,0,1
37,39180,1,1
29,79372,1,0
50,66372,0,1
45,118427,0,0
25,84086,1,0
18,37163,1,1
54,78089,1,0
39,110211,0,0
23,47934,1,1
38,70595,0,1
49,41592,1,1
52,38039,0,1
32,79099,0,1
22,104262,0,0
63,115510,1,0
65,49018,0,0
23,68158,0,0
42,19558,1,0
63,47174,0,1
57,110941,0,0
46,57631,1,1
24,82687,0,1
57,118381,1,0
30,30552,0,1
55,50065,1,0
35,17614,1,0
19,49647,0,1
25,72940,1,0
28,15620,0,0
50,38082,1,1
55,36891,1,1
65,77395,0,0
44,65955,0,1
37,47314,1,1
29,38500,0,1
60,68685,0,0
48,79783,0,0
44,115229,0,0
49,65189,1,0
27,108554,0,0
20,34567,0,1
62,40978,1,0
44,91089,0,0
52,24630,0,1
48,27003,1,0
32,56444,1,1
33,101184,1,0
30,46607,0,1
52,118202,0,0
28,39821,0,0
38,29601,0,0
28,60904,0,0
47,86657,0,0
65,53557,0,0
52,67523,0,1
39,96846,0,0
55,65502,0,1
48,37098,0,0
31,60902,0,1
41,104067,0,0
49,54253,1,0
53,90516,1,0
49,116929,1,0
32,59280,0,1
60,23951,0,0
52,23117,0,0
20,40979,1,1
33,89525,0,1
22,31915,0,0
38,74261,0,1
27,110071,0,0
36,112660,1,0
42,113902,0,0
21,87964,0,1
46,105417,0,0
36,85440,0,1
60,50677,1,0
19,64830,0,1
27,67536,1,0
60,23922,0,0
42,111696,0,0
37,82561,1,1
65,28220,1,1
36,60958,0,1
40,68380,0,1
41,17766,0,0
28,99018,0,0
63,48159,0,1
51,25935,0,1
45,18784,0,1
22,103586,1,0
22,35221,0,0
38,44179,1,1
29,33069,1,1
21,50682,1,1
59,71268,1,1
37,106530,1,0
55,109303,1,0
42,92818,0,0
31,35110,0,0
28,46232,1,1
49,59273,0,0
28,85487,0,0
35,70210,1,1
44,88191,0,0
35,44461,1,1
40,19610,0,0
28,71973,0,1
38,112153,0,0
61,98004,1,0
22,22583,0,1
40,40583,1,1
58,32701,0,0
42,21880,0,1
58,115653,0,0
27,104257,0,0
39,66845,0,1
36,107390,0,0
18,87417,0,1
24,18722,0,0
21,35077,1,1
18,95868,0,0
32,28229,0,0
57,88338,0,0
29,76679,1,0
39,102637,1,0
39,26439,1,0
64,50902,0,0
34,17598,1,1
46,107297,1,0
63,19052,1,0
31,27741,0,0
37,84360,1,1
65,51288,0,1
50,16249,0,1
60,37970,0,0
32,30565,0,1
29,71995,0,0
57,98994,0,0
37,66656,1,1
47,77134,0,1
55,60765,0,0
20,17014,0,0
45,85480,1,1
43,114252,0,0
47,29012,0,0
30,117996,1,0
30,72498,0,1
19,83776,0,0
54,76711,0,0
55,57530,0,0
19,94267,0,0
53,33018,0,0
43,32916,1,1
28,55376,0,0
25,108140,0,0
61,80046,1,0
57,73742,0,1
60,100566,0,0
39,92125,0,0
37,102519,0,0
25,27437,0,1
46,77146,1,1
57,42618,0,0
43,65767,0,1
47,24705,1,0
34,72146,1,1
37,103216,0,0
33,95912,1,0
63,66750,0,0
60,105956,0,0
24,59379,0,1
33,67682,0,1
62,79713,0,0
64,119869,0,0
65,71919,0,1
44,75384,0,1
40,66128,0,1
41,16835,1,1
26,36283,1,1
52,64506,0,0
37,68625,1,1
54,50963,0,0
59,24179,0,0
34,109440,0,0
64,114210,0,0
48,26955,1,0
25,22198,1,1
32,82156,0,1
48,59588,0,0
47,26766,0,0
63,111626,0,0
37,68570,1,1
56,84874,0,0
29,63679,0,0
34,20301,1,0
59,30144,0,0
47,28784,1,0
46,82959,0,1
36,23272,0,1
63,16573,0,1
28,39419,0,1
51,97339,1,0
24,113770,0,0
61,63555,1,0
51,20176,0,1
37,51161,1,1
55,78440,1,0
41,73862,0,1
27,30164,0,0
49,92758,1,0
32,40379,0,1
54,106189,1,0
37,98552,0,0
20,33368,1,1
54,104041,0,0
57,47771,1,0
25,79950,0,0
57,55245,1,1
61,119302,0,0
40,113906,0,0
57,87792,1,0
28,58327,1,0
63,61454,1,0
25,108787,0,0
46,61741,0,1
47,46977,0,0
27,113200,0,0
56,21714,0,0
45,92237,0,0
53,29891,1,1
30,116555,0,0
49,67299,1,0
53,80167,0,1
54,80124,1,1
43,108052,0,0
39,73639,1,1
21,55912,0,0
48,90452,1,0
35,83446,0,1
55,98790,0,0
41,76516,0,1
40,59250,0,1
39,51116,1,1
19,98521,0,0
48,37151,1,1
28,86366,0,0
45,59297,1,1
63,55888,1,0
49,71195,0,1
22,99010,0,0
55,86016,0,0
27,89979,0,0
57,119674,0,0
63,69334,0,1
41,113474,0,0
52,83345,0,0
61,54761,0,1
65,41930,0,0
40,74117,0,1
34,38095,0,1
18,92482,0,0
48,18991,0,0
48,38519,1,0
59,41657,0,0
59,15826,1,0
51,57625,0,0
26,97049,0,0
39,32801,0,0
30,44846,0,1
42,54566,1,1
65,38157,0,1
35,43363,1,1
29,65559,0,0
57,20136,0,0
34,72937,0,1
32,32421,0,0
59,93027,0,0
32,22546,0,1
32,86439,1,1
56,61623,1,1
30,31406,0,0
34,95485,0,0
49,24825,0,0
26,86823,0,0
57,49173,1,1
37,70619,0,1
43,98114,1,0
44,22923,1,0
38,49374,0,1
35,76713,0,1
30,56411,0,1
33,79368,0,1
26,23316,0,1
29,25556,1,1
61,25058,0,0
55,119554,1,0
36,114987,1,0
24,40482,1,1
52,59494,0,0
65,40005,1,0
35,99671,0,0
33,104424,0,0
56,47481,1,0
21,43401,1,1
42,55431,0,1
49,79459,1,0
57,105473,0,0
30,93682,0,0
62,110637,0,0
34,91789,0,0
54,63504,0,0
23,18223,0,0
36,85977,0,1
30,55149,0,1
43,27863,0,0
31,118488,0,0
48,44564,0,0
21,97189,0,0
56,104624,0,0
25,37499,0,0
42,104218,0,0
30,47132,0,1
49,19533,1,0
55,97962,0,0
55,95096,0,0
45,49409,0,1
47,96461,0,0
20,37987,0,0
45,25633,1,0
20,116601,0,0
62,71207,0,0
51,65535,0,0
33,110661,0,0
39,18996,1,1
49,15014,0,0
55,95431,0,0
25,16674,0,0
25,52867,0,0
23,100537,0,0
31,72251,0,1
49,70709,0,0
52,32864,0,0
27,41321,0,0
20,39082,1,1
29,55131,0,0
48,86493,0,1
46,19210,1,0
22,79586,0,1
42,98605,0,0
58,49851,0,1
48,41865,0,1
38,98606,0,0
37,19158,0,1
56,72852,0,0
39,64339,0,1
21,116086,0,0
30,35572,1,0
62,19100,0,1
59,59469,0,0
37,96061,0,0
30,75861,0,1
34,33456,0,1
53,70803,0,0
50,80633,0,0
18,90019,0,0
32,51232,1,1
30,82323,0,0
34,36788,0,0
41,113987,0,0
25,31092,0,0
44,16132,0,1
62,92850,0,0
40,119181,0,0
63,103118,0,0
25,108316,1,0
25,112772,1,0
43,28068,0,0
64,62401,1,0
30,63526,1,1
56,73958,1,0
54,91593,0,0
45,70041,1,1
42,114158,0,0
33,119042,0,0
19,78372,1,0
35,82562,1,0
34,107099,0,0
47,79046,1,0
56,118669,0,0
30,83086,0,0
49,111458,0,0
46,22089,1,1
63,31623,1,1
47,64641,1,1
35,27043,0,0
30,81572,0,0
60,79136,0,1
38,103052,0,0
47,101700,0,0
38,72061,0,1
65,21122,0,1
34,62346,1,1
57,112322,0,0
36,31150,1,0
32,102630,0,0
26,92228,0,0
27,27054,0,0
61,16767,0,0
48,19708,0,0
40,72999,0,1
47,67158,1,1
50,44292,1,0
26,43082,0,0
64,49024,0,1
18,107270,1,0
61,38461,1,0
52,20351,0,1
28,62031,1,1
51,114053,0,0
33,97628,0,0
26,119720,0,0
49,54718,0,0
32,105577,0,0
29,106212,0,0
50,115017,1,0
62,27777,0,0
31,104856,0,0
25,23308,0,0
25,58441,0,0
44,95865,0,0
29,28882,1,1
18,19714,1,1
60,106586,0,0
57,58432,0,1
59,96289,1,0
28,110515,0,0
56,95166,0,0
60,32658,0,1
48,84245,1,1
34,113642,0,0
50,117579,1,0
49,92027,0,0
46,65808,0,1
38,54530,0,1
38,23834,0,0
57,29358,0,1
40,24872,0,1
23,73694,0,0
39,102193,0,0
55,65321,1,1
54,105363,1,0
62,88709,1,0
25,31685,1,1
58,26333,0,1
52,26356,0,1
28,55584,1,0
41,66362,0,1
38,26344,0,0
19,59619,1,0
57,96331,0,0
36,110279,1,0
56,16943,0,0
45,105185,0,0
34,75217,1,1
23,36021,0,0
36,23348,1,0
55,92286,1,0
45,85921,0,0
19,31639,0,0
55,100030,0,0
54,79566,0,0
21,57011,1,0
39,118336,0,0
43,119565,0,0
60,33640,0,1
53,50402,0,1
30,80088,1,0
49,75240,0,0
34,16891,0,1
58,43259,0,0
53,78021,1,1
63,43987,1,0
36,67616,1,1
52,25683,0,0
63,76083,0,1
57,24967,1,1
45,92664,1,0
18,55194,0,1
59,115274,1,0
35,108831,1,0
65,100873,0,0
57,77661,0,1
50,102738,0,0
29,87307,1,0
25,58452,0,0
41,27857,1,0
33,46301,0,1
21,70900,0,0
55,46460,0,1
61,101923,1,0
44,64800,0,1
26,24832,0,0
64,62408,1,0
33,27626,0,0
29,72872,1,0
48,99021,0,0
41,93959,0,0
31,111939,0,0
62,111159,1,0
42,31802,0,0
51,31333,1,0
20,50120,0,0
41,108621,0,0
59,37159,0,1
26,39660,1,1
43,71843,0,1
37,49519,0,1
57,109333,1,0
27,99577,0,0
36,59935,0,1
20,37507,0,0
41,86060,0,0
22,99271,0,0
20,72223,1,1
44,42675,0,1
33,32673,0,1
32,50470,1,1
52,56603,0,0
29,99825,1,0
58,46230,0,0
61,29542,0,1
43,76407,0,1
64,68821,0,0
51,50690,0,0
40,21654,0,0
48,82557,0,1
37,100544,0,0
29,103264,0,0
40,104698,0,0
21,42446,0,1
40,110515,0,0
65,63484,0,1
65,59078,1,0
18,19225,0,0
42,89745,0,1
19,96259,0,0
47,60487,0,0
20,83676,1,0
38,26721,0,0
42,17587,0,0
37,54437,0,1
39,33989,1,1
38,47726,1,1
50,85540,0,0
55,94837,0,0
32,113215,1,0
63,108639,0,0
32,56168,0,1
63,79669,1,0
42,88040,0,0
38,117114,0,0
41,86616,0,1
22,22408,1,1
23,19153,0,1
60,26055,1,1
65,34760,0,0
61,32752,1,1
64,104729,1,0
40,18800,0,0
21,81573,0,0
44,45054,0,1
35,76816,0,1
38,41866,0,1
45,15992,1,0
52,38696,0,0
39,75282,0,1
57,117814,0,0
40,113697,0,0
20,88541,0,1
57,67838,1,1
27,44400,0,1
42,97277,1,0
25,32565,1,1
28,54585,1,1
22,49833,0,0
62,27094,0,0
54,46280,0,1
62,61647,0,1
55,59378,1,1
46,34513,0,0
22,15154,0,1
26,110798,0,0
65,43134,0,1
19,23678,0,0
18,21294,0,1
57,24574,1,0
47,50183,0,0
28,63747,0,1
45,81606,0,1
61,33638,0,0
29,72194,0,1
56,62553,1,0
43,41082,0,1
30,31306,0,0
25,22807,1,1
45,103760,1,0
47,66342,0,0
26,47143,0,1
56,73414,1,1
48,105302,0,0
38,39715,0,0
64,77054,0,1
51,87934,0,1
48,27202,0,0
42,42987,0,1
29,50740,0,1
18,91848,1,0
39,100890,0,0
57,68871,0,1
54,28627,0,0
64,114649,1,0
18,109294,0,0
18,66069,1,0
59,55409,0,0
59,109022,0,0
38,95635,1,0
32,76486,1,1
34,16611,0,1
39,46657,0,1
55,33462,0,1
52,91309,0,0
62,104299,0,0
33,53547,0,1
25,44063,1,1
64,97273,1,0
34,94397,0,0
34,67788,0,1
43,57523,1,1
30,45284,0,1
34,102964,0,0
55,78996,0,0
34,81247,0,1
65,28706,0,0
31,108614,1,0
62,25924,0,0
23,30921,0,1
52,40432,0,0
63,32813,1,0
31,119748,1,0
64,80250,0,0
25,83956,1,0
32,17068,0,1
44,54927,0,1
30,85342,0,0
48,45539,0,1
52,26683,0,1
23,100151,0,0
22,50674,0,0
39,67703,0,1
40,73810,0,1
42,101111,0,0
51,100343,0,0
43,100977,0,0
64,102114,1,0
22,26117,1,1
43,18665,0,1
37,59390,0,1
23,89884,0,1
23,78887,1,0
35,63266,0,1
21,70541,1,0
34,79802,0,1
31,109319,1,0
31,22882,0,1
30,85825,1,0
24,28910,0,0
61,55566,1,0
32,78073,0,1
36,112519,0,0
60,51176,1,0
64,98081,1,0
61,45289,0,0
52,65411,0,0
34,84626,1,0
52,30362,1,0
36,102610,0,0
37,111371,0,0
53,28783,1,1
52,59162,0,1
49,50749,1,0
65,18554,1,0
61,73568,1,1
57,33773,1,0
41,88694,1,1
34,81550,1,0
24,61295,1,0
60,45331,0,0
18,60640,0,1
52,79877,0,0
49,61969,1,1
53,57986,0,0
30,117017,0,0
23,22585,0,0
31,19122,1,0
54,31838,1,0
65,32301,1,0
32,38107,0,0
64,72357,0,0
21,103161,0,0
57,117678,0,0
33,70211,0,1
45,81025,0,0
33,81520,0,1
21,32344,0,1
62,72202,0,0
43,115086,0,0
45,29959,0,0
49,53751,0,0
62,16869,0,0
19,59264,0,0
48,45268,0,0
20,99564,1,0
25,54606,0,1
41,28550,0,1
32,20702,1,0
60,93563,0,0
48,76745,0,1
26,113279,0,0
56,39459,0,0
62,71782,0,0
19,102822,0,0
25,21032,1,1
24,16825,0,1
61,92090,1,0
56,63101,1,0
59,75109,1,1
33,27470,1,0
52,18770,0,1
47,42268,1,0
27,15029,0,1
55,45083,1,0
35,23958,0,0
22,23806,0,1
46,47162,1,1
56,89732,0,1
51,49889,0,0
60,42702,0,0
62,50777,1,0
40,67971,0,1
22,22739,0,0
47,39599,1,1
23,51827,0,1
63,91821,0,0
61,111683,1,0
21,110263,0,0
46,83446,0,1
40,95210,0,0
23,98890,0,0
49,111212,0,0
59,106650,0,0
35,38039,0,0
32,59929,0,1
57,112367,0,0
49,58884,1,0
26,40146,1,1
54,60819,0,1
27,98162,0,0
37,97632,1,0
23,46308,0,1
65,28054,1,1
20,94606,0,0
59,67018,1,1
28,41250,0,1
60,29413,0,0
34,92391,1,0
49,53921,1,1
21,86123,0,0
21,89363,1,1
34,40785,0,1
58,71865,0,1
36,112400,0,0
22,111847,0,0
49,21861,1,0
39,91340,0,0
23,28979,0,0
52,81833,0,0
39,15357,0,0
18,62201,0,0
37,69254,0,1
39,97160,1,0
65,25796,0,0
28,38238,0,0
30,109176,0,0
59,65978,0,0
20,55883,0,0
26,112393,0,0
29,100478,0,0
40,84396,1,0
31,19447,0,0
50,35523,1,1
35,79079,0,1
58,79823,0,1
26,64289,0,1
40,115271,0,0
27,119883,0,0
36,19849,1,0
64,39718,0,1
22,102862,0,0
64,88002,0,0
40,75977,0,1
47,103325,0,0
42,42135,1,1
45,45262,0,1
51,104971,1,0
62,49787,0,0
65,119478,0,0
64,30689,0,0
42,54860,0,1
27,65344,0,0
31,82891,0,0
59,66658,0,1
63,112464,1,0
47,80869,0,1
58,50330,1,1
42,95312,0,0
31,75064,1,1
52,42014,0,1
65,49563,0,1
51,30270,1,0
27,46279,0,1
52,113557,0,0
28,18657,0,1
28,104422,0,0
38,83773,1,0
38,116635,1,0
39,16027,1,1
62,29199,1,0
24,59954,0,0
34,94317,0,0
19,30120,1,1
29,71812,0,1
59,104825,0,0
35,20983,0,1
28,81629,1,1
33,85325,0,1
35,17912,1,0
52,62879,0,0
43,36873,0,0
33,29332,1,1
23,31564,1,1
61,92795,0,0
60,35526,0,0
64,80481,0,1
64,67775,1,0
65,101649,0,0
59,31006,0,1
29,36643,1,1
30,104949,0,0
21,78128,0,0
56,57523,1,0
19,110658,1,0
43,85220,1,0
44,88390,0,0
44,67784,1,1
32,102893,1,0
25,74701,0,0
24,119721,0,0
64,32946,0,1
63,28127,1,0
57,44404,1,1
29,103424,1,0
30,32401,0,1
60,30428,0,1
34,116958,0,0
34,79372,1,1
53,26971,0,0
38,103018,0,0
25,100504,0,0
22,31565,0,1
43,21829,0,0
33,91023,1,0
53,50435,0,0
45,113161,0,0
46,96823,0,0
64,53941,0,0
29,57459,1,0
54,62976,0,1
47,94199,0,0
40,24176,1,0
33,66516,0,1
31,30072,1,0
27,86052,0,0
24,112368,0,0
62,34689,0,0
54,33599,0,0
46,97045,1,0
20,50388,1,0
32,65603,0,1
53,89736,0,0
64,40789,1,1
63,92432,0,0
36,102467,0,0
30,103623,0,0
59,104289,0,0
38,67282,0,1
54,48464,0,1
44,82806,0,0
46,106627,1,0
37,56994,0,1
42,96596,0,0
23,106123,0,0
53,110265,1,0
19,40594,0,1
39,67563,0,1
49,95352,1,0
33,101840,0,0
35,43386,0,1
22,81652,1,0
53,109835,0,0
47,113123,0,0
62,32540,0,1
36,48756,1,1
40,58426,0,1
51,20587,1,0
30,98748,1,0
60,96339,0,0
46,104792,1,0
53,64039,0,1
39,25269,0,0
64,21088,0,0
53,115649,0,0
26,57044,0,0
56,42081,0,0
36,76388,0,1
55,25543,0,1
23,18005,1,1
64,52203,0,1
32,31220,1,0
37,47696,1,1
26,94683,0,0
49,61381,0,0
21,62984,0,0
35,119932,1,0
22,15076,0,0
37,119056,0,0
40,33946,0,0
28,98492,0,0
54,38471,0,0
39,76531,0,1
21,53738,0,1
46,55720,1,0
61,109673,1,0
51,39440,0,1
30,26862,1,1
59,116415,1,0
26,83273,0,0
59,36788,0,0
48,40522,1,1
24,85185,0,0
21,84404,1,0
36,67289,0,1
59,22824,0,1
