Income,CreditScore,LoanAmount,Decision
44022,494,30474,0
25542,708,47773,0
111012,770,137574,0
116320,646,12042,0
80428,761,35501,1
42740,360,95454,0
79353,465,29242,0
110353,450,114847,0
76532,410,61235,0
36052,787,35766,0
67076,848,141082,0
73420,302,127023,0
20671,782,116873,0
20163,312,114293,0
61424,461,60270,0
73744,643,99516,0
90331,748,18960,1
30634,631,104456,0
24798,563,18472,0
42420,382,125578,0
49300,633,131239,0
109881,679,63316,0
30749,518,119068,0
45121,753,123416,0
57487,388,16603,0
113947,632,122754,0
53361,609,99425,0
41223,719,5163,0
92930,653,105018,0
34056,399,73998,0
48380,444,15287,0
46035,309,11227,0
50620,343,89580,0
39877,685,55842,0
75316,794,38001,1
84041,792,52951,1
73352,468,76875,0
50911,830,116497,0
52784,635,55197,0
23191,812,9481,0
53160,429,42227,0
110536,838,22791,1
84641,813,136279,0
69723,549,94070,0
23631,437,146016,0
26172,574,103205,0
62080,763,79223,1
109097,440,31782,0
110353,555,88669,0
40281,755,9489,0
48671,733,145180,0
71431,472,69430,0
110900,772,77118,1
112961,722,86274,1
48602,738,144102,0
108789,356,66603,0
71399,797,26118,1
43472,468,16593,0
69230,727,72730,1
93616,718,113653,0
27099,646,49592,0
45431,816,51652,0
76492,754,140610,0
116722,501,140914,0
67684,478,118393,0
50111,356,96978,0
83936,800,46464,1
42614,411,87639,0
112260,447,10773,0
61991,677,118680,0
90476,647,40646,0
80920,657,20586,0
114294,355,100651,0
83530,615,49180,0
56224,484,120091,0
27788,353,131633,0
48082,336,81918,0
109570,569,63039,0
96816,807,128787,0
103588,527,49807,0
36531,727,32740,0
108340,300,11772,0
114439,322,44358,0
64857,802,21504,1
30142,747,142532,0
68355,795,142353,0
29866,724,122553,0
90067,317,41499,0
84027,744,51733,1
77906,338,49536,0
48138,509,142707,0
112601,510,24189,0
49956,580,147570,0
96295,432,65777,0
25439,748,108665,0
67241,563,64200,0
62533,410,15427,0
48270,537,54555,0
98815,756,101057,0
59279,815,11570,1
43888,472,29988,0
37630,492,63881,0
81063,814,13408,1
55144,708,86210,1
72161,383,128904,0
116718,379,134443,0
111074,508,143492,0
97360,821,47147,1
70979,498,18806,0
117661,533,9257,0
26979,543,23696,0
46189,692,39763,0
62600,745,117467,0
79560,692,75531,0
98040,308,38923,0
81558,452,93867,0
106205,409,12202,0
26910,565,115138,0
77713,672,108121,0
66857,451,109133,0
54964,714,108519,0
105667,625,18341,0
45227,475,126625,0
25978,824,70410,0
107527,614,25640,0
37153,366,145910,0
79765,483,29275,0
119084,334,142411,0
59071,804,64999,1
89519,375,105689,0
29503,771,149521,0
80703,822,81565,1
84379,582,27659,0
115457,835,148140,0
77866,573,124602,0
36905,838,30847,0
65838,353,19802,0
78279,354,9944,0
109489,576,5360,0
46806,742,68475,0
65000,717,88894,1
42168,524,130807,0
90119,554,139536,0
58714,475,35607,0
74093,445,141116,0
75419,684,146988,0
69145,561,90825,0
97425,830,74311,1
112949,670,50347,0
97811,496,136889,0
22461,583,138218,0
34291,601,95292,0
66804,431,37146,0
96971,419,124157,0
113471,435,29234,0
84946,828,141030,0
118989,333,60417,0
104080,831,62036,1
81332,507,113788,0
97794,598,64006,0
50841,821,127346,0
68758,393,63214,0
96272,713,32450,1
57643,670,81227,0
70408,708,68211,1
63950,682,24596,0
76849,740,64000,1
48044,746,135568,0
35997,370,38857,0
99751,383,136380,0
118605,508,75029,0
43911,558,17756,0
75533,538,134415,0
102566,601,148456,0
114870,531,91210,0
34571,581,126789,0
114463,693,39125,0
77941,717,5082,1
78005,505,78978,0
106250,563,108715,0
78712,610,56539,0
63541,378,88328,0
43387,641,63825,0
113980,394,86036,0
68908,650,65555,0
105457,361,132075,0
33057,441,10294,0
84028,410,49852,0
75731,826,70858,1
44858,456,20836,0
68689,838,135093,0
64638,308,90620,0
111598,575,73920,0
66486,526,145525,0
40567,485,113537,0
49739,515,8664,0
77804,732,149943,0
23754,655,78101,0
47044,691,75195,0
87260,574,119836,0
86912,793,141802,0
28706,750,94083,0
28894,719,60414,0
38037,463,125241,0
103986,482,81003,0
101942,609,96936,0
71612,316,100385,0
49725,745,87078,0
25926,469,34234,0
29496,579,5547,0
76447,639,56417,0
49806,818,145018,0
108199,310,57943,0
61321,823,16020,1
85095,432,140389,0
42656,447,136595,0
75147,378,96622,0
111396,645,60076,0
69666,548,85195,0
102368,841,144881,0
58787,323,86834,0
82946,770,55012,1
41727,500,125872,0
115081,430,53951,0
88056,655,94412,0
23081,449,84114,0
54196,825,94821,1
56735,603,66832,0
100102,840,32476,1
99578,349,56973,0
45498,763,58017,0
96865,539,20503,0
51656,781,147578,0
87695,754,45994,1
57900,582,63723,0
104899,634,124050,0
67701,651,82707,0
39033,626,18920,0
30805,635,101341,0
55851,380,119996,0
46832,386,115856,0
83437,557,100814,0
33944,484,108612,0
39873,422,72450,0
60372,395,7925,0
109464,814,129248,0
35379,742,73826,0
56751,813,48101,1
109822,670,66473,0
25110,604,68903,0
74341,656,108913,0
32087,447,73107,0
43762,584,134017,0
102617,561,125938,0
29596,790,38984,0
38313,330,8539,0
86549,567,89986,0
43705,311,102558,0
87364,490,16391,0
93445,699,87260,0
98645,836,114240,0
22023,390,49906,0
79796,800,82666,1
100073,600,144322,0
112197,410,133991,0
84429,379,59785,0
81627,732,142775,0
53848,716,116109,0
57804,513,56754,0
35379,746,100376,0
79664,317,74966,0
47766,353,42621,0
88099,539,119595,0
56060,717,39936,1
114733,785,99071,1
89122,743,106052,0
36087,422,55460,0
68868,719,118089,0
43225,515,99191,0
115286,719,97142,1
26643,527,114748,0
113059,536,20941,0
56727,629,60590,0
31005,768,44876,0
85697,786,134913,0
36029,848,99631,0
34226,714,120770,0
83646,518,103314,0
80603,680,101602,0
48731,386,88926,0
88926,760,134875,0
25997,710,67468,0
75506,824,68180,1
98229,746,131371,0
69815,599,23673,0
62092,707,139415,0
82539,674,23950,0
86077,532,85600,0
41817,348,26547,0
57861,485,102305,0
33428,504,58027,0
63934,377,105532,0
30258,780,146462,0
77775,685,147951,0
101580,493,125605,0
114947,402,37574,0
25469,675,88663,0
48854,586,79657,0
26256,781,127544,0
96256,549,104752,0
53937,500,31631,0
119134,835,133902,0
21651,760,91820,0
70288,599,35646,0
104730,777,92633,1
45051,382,147356,0
47386,757,149929,0
95054,597,134278,0
36184,663,90424,0
53787,339,23951,0
41621,639,26009,0
95564,815,19835,1
97984,407,47290,0
79792,615,111174,0
65253,413,103727,0
54051,466,33039,0
69811,560,65059,0
50447,523,130873,0
103930,561,100278,0
50254,550,117951,0
104045,825,62247,1
77418,425,119826,0
34472,505,44833,0
23471,439,82453,0
115804,361,23254,0
28329,582,88981,0
54865,353,37611,0
66850,645,114314,0
74220,823,51827,1
113808,435,18830,0
26397,629,111485,0
117909,443,117749,0
55525,735,10696,1
73072,581,71278,0
110106,435,148497,0
103820,788,62420,1
104530,700,104320,0
43284,748,129434,0
81330,569,128912,0
103369,316,111578,0
45122,568,52150,0
90553,781,108513,0
101906,518,23306,0
114788,618,100896,0
82812,537,97672,0
27999,844,9753,0
42436,584,82704,0
62963,336,79374,0
22096,402,93144,0
45279,729,93617,0
46201,538,15875,0
39715,424,95853,0
49309,487,53996,0
35078,555,102101,0
76614,829,141638,0
25105,691,115698,0
114848,767,84139,1
22839,552,43690,0
88920,475,108340,0
63619,765,7646,1
62821,588,127372,0
33493,349,46592,0
37069,303,34339,0
27531,799,108849,0
57051,522,103718,0
27736,561,114702,0
27710,834,95883,0
87155,675,44967,0
33975,360,70463,0
82424,655,51851,0
65603,323,30062,0
43252,592,64123,0
100797,655,94229,0
21431,328,144293,0
94603,656,20234,0
57481,664,144393,0
112573,708,12945,1
29557,565,10189,0
94971,590,107518,0
20162,452,138446,0
54742,518,147405,0
39675,472,132066,0
93997,311,115711,0
37015,815,14173,0
70057,661,140374,0
52591,776,115997,0
113583,381,60842,0
29833,639,136183,0
27896,740,126841,0
52972,525,86102,0
69733,670,108013,0
61800,327,144969,0
116044,315,43640,0
25347,576,19482,0
79063,632,95052,0
115850,782,125963,0
22643,587,61145,0
60785,413,122288,0
38681,337,86718,0
70026,753,9857,1
35892,465,16166,0
67299,504,127494,0
37073,544,12498,0
50682,632,111371,0
117798,695,49180,0
116894,806,46128,1
34289,420,93620,0
27927,558,104411,0
68330,709,64911,1
86707,609,62450,0
97454,367,50940,0
85428,413,61584,0
70601,519,146342,0
97465,519,9342,0
22539,772,48933,0
42669,685,72089,0
90968,597,101279,0
40644,552,120185,0
38745,704,59101,0
48228,791,137493,0
54521,656,125668,0
117239,727,58525,1
46928,514,30117,0
38322,679,61462,0
77714,513,119073,0
107896,397,125331,0
82292,827,79954,1
49055,827,62593,0
62891,834,148462,0
101912,848,27562,1
26588,627,99081,0
110536,464,90044,0
26304,415,124568,0
27345,449,41881,0
49300,817,14319,0
44259,331,8911,0
111006,592,44927,0
108553,476,116464,0
35352,360,84261,0
53365,715,104411,0
39446,682,43195,0
22336,306,59422,0
82032,384,116140,0
95415,697,52561,0
117852,692,109800,0
118876,346,137759,0
27521,640,25855,0
91707,797,33879,1
43481,777,21091,0
38474,725,148819,0
66760,725,25601,1
75718,814,99458,1
64629,428,125646,0
65232,548,108722,0
106544,430,11190,0
87169,622,118962,0
70669,842,132871,0
98021,365,82471,0
89184,400,49550,0
67945,330,141991,0
33140,490,41183,0
103457,714,92872,1
34357,799,6716,0
88673,345,136361,0
85633,388,9697,0
96943,674,131148,0
116111,545,97855,0
98258,556,68041,0
32924,651,71145,0
89286,404,138425,0
113269,636,21919,0
94071,825,25141,1
77326,600,135946,0
110023,376,79484,0
50651,810,119289,0
90202,529,77693,0
68777,331,139921,0
36994,357,111849,0
87263,403,128185,0
79634,611,16900,0
30800,366,138286,0
57823,673,148412,0
83878,534,11553,0
38708,411,78874,0
32819,688,123236,0
94905,707,132605,0
83870,353,129833,0
29283,538,49143,0
50573,594,93719,0
98707,411,34287,0
50933,387,112006,0
25774,775,99233,0
92055,603,35657,0
30983,604,19746,0
116468,589,95067,0
116334,507,143817,0
38133,669,137495,0
34939,519,52305,0
20781,530,148131,0
76700,648,29721,0
47624,554,102895,0
26823,751,33277,0
38489,441,71875,0
59961,368,121934,0
49118,388,81676,0
101816,435,13201,0
42263,822,29568,0
33565,741,7816,0
40354,337,38094,0
62951,507,87802,0
111179,509,23055,0
43648,812,108306,0
70729,659,10235,0
61971,300,104227,0
38658,680,134947,0
41253,836,102188,0
84166,693,59259,0
68563,349,125408,0
46390,695,79881,0
108664,331,7070,0
71578,844,94266,1
99025,533,107904,0
52658,325,38688,0
26852,733,123170,0
114986,360,27856,0
22551,740,148771,0
91947,429,106105,0
81001,653,88695,0
69159,497,8703,0
71707,670,102193,0
53243,446,117501,0
41800,797,111015,0
95939,347,86547,0
77828,471,123429,0
27239,614,91372,0
26710,675,121947,0
41384,832,88082,0
41038,719,106743,0
60846,695,145623,0
107983,821,111234,0
87821,486,23609,0
57991,332,97672,0
99057,368,74208,0
26971,490,138232,0
49139,400,134567,0
105445,784,137869,0
97067,584,99248,0
100257,689,147243,0
104742,459,96302,0
57711,346,78429,0
26530,458,25792,0
31116,745,138002,0
85794,822,67594,1
20282,454,5047,0
99473,638,5133,0
21898,664,16238,0
24135,447,40132,0
26629,443,106813,0
105120,402,116663,0
109087,392,61305,0
85031,585,58246,0
53380,723,56689,1
37071,418,40239,0
40074,328,72970,0
110724,810,86559,1
87843,329,132019,0
59901,665,96922,0
31205,437,92601,0
75661,774,125632,0
25906,691,49014,0
22591,734,20665,0
82987,533,45542,0
83370,354,91769,0
100685,591,28481,0
74400,611,75558,0
45150,847,51954,0
51852,388,125156,0
62870,511,111243,0
72756,617,14145,0
76481,764,65835,1
21283,386,130622,0
53691,708,70506,1
21125,539,48064,0
87065,356,27954,0
46170,412,101872,0
28438,369,114120,0
40095,483,97221,0
36154,575,11574,0
28004,532,37381,0
29752,353,10331,0
75426,556,35412,0
46819,389,88857,0
112051,734,116132,0
44217,707,22458,0
108708,568,19058,0
52994,665,40165,0
35036,650,63425,0
97275,598,5418,0
117756,458,87559,0
69416,786,56236,1
29587,825,42357,0
115665,654,87278,0
20645,700,88723,0
50930,704,118290,0
101835,395,54690,0
50090,691,74975,0
107489,651,61040,0
72142,587,145977,0
46475,822,97179,0
38888,461,31926,0
63732,481,49228,0
101623,848,36046,1
66305,381,140743,0
66037,823,119419,0
29346,303,55187,0
20587,794,111856,0
32763,350,122507,0
79165,560,29871,0
89615,433,71962,0
56116,661,117362,0
105751,516,69140,0
111353,367,34171,0
110301,442,61745,0
115648,645,86772,0
45556,493,38835,0
79042,545,71668,0
38099,613,133738,0
65096,683,143684,0
91986,576,102360,0
33230,371,14433,0
49009,428,137018,0
90969,657,6615,0
53866,824,83387,1
104246,519,78790,0
96975,305,92635,0
61855,527,38161,0
101557,316,80229,0
26416,311,136460,0
92516,798,106801,0
75915,801,84437,1
38058,369,78205,0
96637,407,105875,0
60718,500,65816,0
52602,351,97096,0
94658,848,50241,1
98112,558,128684,0
78067,781,120397,0
47516,563,133167,0
107969,602,39198,0
21089,424,117932,0
57346,569,102679,0
94663,779,25517,1
30487,431,59503,0
20155,301,33514,0
87494,414,138287,0
96229,780,21486,1
58547,300,95256,0
48795,630,79482,0
75296,690,17249,0
41447,442,44064,0
56598,627,126253,0
61814,676,82437,0
110751,389,51783,0
95330,341,47271,0
118745,334,60142,0
107960,793,65683,1
83278,423,98806,0
75077,356,109526,0
91906,755,65791,1
29528,534,8668,0
113812,691,55767,0
70100,791,46739,1
28179,642,127243,0
68781,475,40166,0
75267,351,147268,0
102379,849,58028,1
43952,777,134649,0
73798,788,69631,1
118696,304,105420,0
70939,508,48281,0
49516,516,54711,0
76526,835,75977,1
30449,641,96497,0
70290,700,15146,0
106661,761,103802,0
92954,510,60499,0
42746,325,21313,0
87990,551,32398,0
78810,302,129518,0
103297,301,145396,0
35223,301,143504,0
92237,449,25867,0
22597,303,35971,0
85677,796,117627,0
22659,849,55759,0
106516,767,127243,0
94567,369,96827,0
35037,500,115455,0
66738,607,35291,0
91678,551,134216,0
32109,586,70674,0
42010,591,54372,0
28787,453,56539,0
28472,432,7525,0
43383,573,124742,0
81709,808,14637,1
89785,652,53324,0
54518,304,61108,0
73909,592,39377,0
38351,659,85069,0
89624,513,116875,0
73330,705,119886,0
35282,735,65207,0
104866,314,27368,0
41778,572,30736,0
44264,344,22753,0
79675,711,139643,0
25075,486,31798,0
95948,469,106844,0
68454,700,81595,0
48365,545,97539,0
92766,342,145128,0
68200,478,68279,0
31002,756,23564,0
33947,834,147292,0
99222,543,16290,0
114840,316,25018,0
98610,411,60138,0
72142,846,87155,1
76307,329,86567,0
24493,491,14006,0
70085,736,20908,1
54228,478,76165,0
99676,773,89406,1
71875,433,146899,0
51655,611,74522,0
63472,324,45954,0
69437,670,72359,0
69416,824,59980,1
79711,618,92256,0
26816,529,91008,0
97175,401,136682,0
84307,749,147956,0
66733,677,131446,0
115028,502,108249,0
31240,566,16018,0
118234,761,41599,1
112493,664,123557,0
118344,403,116694,0
91363,410,53071,0
52762,727,17394,1
28259,768,19417,0
70139,549,32849,0
34849,781,40207,0
101768,630,129947,0
109709,500,54021,0
74869,753,132627,0
83095,803,120159,0
90910,845,69079,1
106710,410,94979,0
43567,843,41533,0
55292,508,127514,0
94813,332,94832,0
117136,406,84283,0
71631,564,88093,0
29885,525,135798,0
79659,786,51963,1
74306,478,36034,0
86314,521,19143,0
85087,669,124057,0
49165,466,98415,0
78929,599,74662,0
87028,680,76721,0
115998,334,119938,0
69812,706,135557,0
70500,801,100203,0
99151,613,78993,0
78643,400,117022,0
64900,514,72659,0
62946,361,22894,0
27851,668,107156,0
36288,667,41190,0
92692,393,13431,0
87580,768,106311,0
27368,325,149985,0
105436,734,19860,1
116136,420,37924,0
66403,349,109646,0
111170,335,100231,0
29168,709,78134,0
106497,588,121707,0
69879,678,59389,0
79871,399,113182,0
109388,623,111227,0
118646,628,91090,0
52174,520,59199,0
119751,409,36444,0
112491,448,23798,0
26581,705,65147,0
91853,709,147513,0
84046,428,67942,0
69678,783,37860,1
46649,407,118605,0
108668,688,125931,0
102325,724,17468,1
34567,746,63014,0
100404,367,95343,0
109906,365,22986,0
116019,803,40719,1
81944,803,64116,1
98002,620,80794,0
48803,746,137382,0
38230,509,101462,0
37862,669,68798,0
63355,757,87078,1
51259,462,25162,0
119075,631,121274,0
107445,649,21761,0
50795,767,24679,1
28770,725,79441,0
31093,626,148451,0
66571,405,52770,0
20193,554,64567,0
37569,657,149493,0
31190,743,99183,0
82824,412,53938,0
62752,329,15974,0
52327,823,128617,0
62070,345,7500,0
105925,470,65490,0
60197,429,78649,0
22261,652,98116,0
113905,502,117742,0
46512,525,101296,0
26716,379,127189,0
106795,609,147877,0
48933,334,113025,0
24378,460,127098,0
60583,734,12731,1
105371,837,112197,0
49033,524,100310,0
44000,745,105788,0
95868,616,110932,0
62604,713,16460,1
88336,394,16294,0
115074,524,15059,0
115655,365,115621,0
93869,696,12817,0
25410,509,98917,0
103375,773,139105,0
76044,789,17971,1
83315,479,24731,0
116055,823,136083,0
91344,758,80244,1
26796,367,27537,0
106716,628,29836,0
74245,501,144583,0
63056,774,148545,0
37709,817,15468,0
78557,314,105231,0
37543,341,60965,0
57418,842,93898,1
114611,588,91036,0
116038,832,136087,0
36724,543,20986,0
23828,473,7345,0
37087,833,13450,0
32605,808,71599,0
51337,543,21659,0
25482,359,48751,0
85333,403,85476,0
112541,602,74118,0
108296,376,13066,0
70952,317,83772,0
25463,833,71015,0
90448,483,98706,0
24648,849,149792,0
53623,580,118713,0
79156,587,32400,0
55634,824,89012,1
64602,773,120517,0
69334,566,31510,0
88648,656,122388,0
42054,300,111639,0
90028,326,124618,0
42207,847,24188,0
100650,459,113382,0
119821,698,12990,0
101554,842,126024,0
41386,426,145047,0
103276,509,125704,0
79518,449,9273,0
72781,330,76997,0
72780,601,45326,0
81440,556,56350,0
64199,356,98630,0
81035,308,144804,0
28210,304,77911,0
64363,413,18660,0
98279,504,130189,0
80348,323,60020,0
75284,792,113223,0
92124,705,104731,0
88847,402,90430,0
42432,359,134060,0
84089,385,104941,0
75398,671,124264,0
119291,501,9677,0
23321,388,125213,0
101348,736,51548,1
57383,419,12122,0
98682,455,55794,0
99190,698,137366,0
72893,487,117993,0
55820,351,53070,0
86262,830,144627,0
23760,779,7116,0
42190,529,146619,0
87411,780,148782,0
43377,429,134242,0
66737,354,43807,0
89569,570,110704,0
58211,399,36086,0
102909,368,101091,0
23744,598,40310,0
44995,828,44488,0
36977,653,58172,0
117938,451,6172,0
54542,629,129664,0
30651,415,44806,0
119239,841,92515,1
98931,622,58826,0
115344,528,85221,0
36715,659,127426,0
64409,304,31738,0
44306,327,132212,0
39086,663,119284,0
34376,761,64665,0
81350,530,29688,0
91425,694,121003,0
56636,570,57385,0
106120,603,119738,0
71649,682,86301,0
54610,327,136215,0
30058,818,57839,0
94637,498,76337,0
98033,381,92172,0
90194,387,102821,0
96917,689,47980,0
84200,750,13116,1
66619,732,52515,1
37154,673,18998,0
39539,734,35279,0
80058,486,112370,0
82068,689,70150,0
97313,517,58955,0
119932,407,103517,0
50373,849,17300,1
53154,648,126254,0
26031,821,23202,0
113533,325,71021,0
91975,347,110848,0
42785,669,89935,0
98928,313,115219,0
48669,486,143001,0
114475,823,50174,1
22282,578,50967,0
54624,640,124904,0
68438,627,9937,0
109900,324,103967,0
87534,828,83610,1
51705,725,134960,0
58244,328,28070,0
94964,622,147548,0
57437,612,90263,0
97872,569,109854,0
94878,594,121813,0
92982,522,117168,0
70583,374,27539,0
58392,401,5228,0
27461,831,59090,0
30516,472,91980,0
99285,303,70202,0
37514,778,28199,0
56268,694,106190,0
110486,466,17451,0
56788,599,84527,0
95749,417,17669,0
81049,811,89739,1
82493,474,112582,0
56027,458,21157,0
113547,683,122993,0
62849,526,90519,0
37858,337,57739,0
104162,762,69156,1
99003,730,93283,1
72395,403,36626,0
59758,492,140531,0
74312,549,75623,0
88670,312,19898,0
102279,687,46001,0
35434,370,19758,0
84047,737,53993,1
67775,343,39888,0
95769,571,18893,0
86677,313,91416,0
103555,670,122838,0
105920,411,34943,0
65734,678,10306,0
108503,613,70461,0
60603,714,121521,0
96708,784,146781,0
101926,468,103017,0
88803,545,101711,0
59332,565,135323,0
111703,542,33412,0
41312,599,70326,0
113376,626,21151,0
104526,829,69690,1
64179,641,141081,0
91442,548,90782,0
60379,679,54280,0
37297,831,66818,0
22011,680,137417,0
64014,341,132439,0
31738,644,127057,0
114333,560,44900,0
67498,605,91562,0
31120,539,34289,0
28767,612,90143,0
42852,740,69140,0
99239,432,10097,0
20929,350,149545,0
97487,691,68634,0
111575,822,112931,0
115040,807,29831,1
37438,653,81145,0
68515,694,75282,0
25744,395,67754,0
103820,405,57563,0
62417,812,21459,1
27069,541,36288,0
62359,787,128384,0
39799,814,80720,0
118746,360,149021,0
113762,715,108415,0
90188,593,76655,0
109859,601,40162,0
27597,469,39184,0
67093,340,67662,0
57226,530,78379,0
92127,708,31805,1
111369,596,13431,0
97362,754,125741,0
46417,356,134089,0
38693,539,109618,0
99674,475,33836,0
73161,362,107462,0
22169,437,9146,0
104092,753,35762,1
42052,748,115402,0
91849,525,75976,0
93851,742,53343,1
28036,505,82804,0
51778,326,125921,0
47734,756,143730,0
43173,406,30191,0
50403,743,42426,1
86321,335,14322,0
91675,454,27014,0
26344,468,75891,0
38800,571,111316,0
45372,846,25835,0
81516,719,105968,0
40538,483,108166,0
83918,536,95415,0
34973,808,135579,0
91155,740,15086,1
79500,421,71119,0
56575,716,36860,1
62261,834,128246,0
47716,674,54271,0
23236,625,57436,0
35848,779,45676,0
22352,449,57406,0
21932,789,68109,0
96449,452,135386,0
28556,316,115061,0
106836,647,140531,0
25498,758,92485,0
96118,501,121631,0
70098,722,122984,0
84386,579,59428,0
29569,721,59877,0
76882,764,36084,1
90393,654,136973,0
20340,677,43733,0
63949,423,106560,0
102302,379,108810,0
82443,532,115482,0
111668,779,123241,0
94027,453,137765,0
20138,708,134612,0
20358,330,41779,0
95250,802,122940,0
105376,670,6365,0
119931,622,144459,0
50654,631,37918,0
45879,542,141252,0
101532,729,35342,1
75778,481,124211,0
57772,772,103634,0
78478,675,57476,0
84353,380,128769,0
46762,849,49649,0
33283,719,124137,0
83922,766,48908,1
59420,727,81123,1
75568,356,39812,0
105090,621,43413,0
40219,841,141082,0
77169,794,58142,1
94965,565,92565,0
66840,526,49974,0
64695,353,86726,0
104754,303,114166,0
97988,738,7213,1
78342,609,145927,0
38951,388,79091,0
21307,619,10544,0
100388,674,26137,0
110768,800,76124,1
55428,533,131361,0
112021,636,44426,0
95774,484,69588,0
58975,737,140899,0
21140,479,98069,0
44842,375,82184,0
46421,571,20738,0
21708,354,84075,0
23630,376,15357,0
39595,595,48779,0
96021,518,64072,0
48308,576,112191,0
64789,565,9617,0
75690,342,133326,0
46086,660,47342,0
36859,527,15687,0
27684,526,142868,0
111088,362,64191,0
21207,470,44801,0
66099,606,11747,0
87496,333,12936,0
86093,429,87678,0
49689,693,120129,0
68651,450,148768,0
33893,683,18097,0
117808,316,142300,0
86418,313,65832,0
80011,380,61868,0
58635,506,19141,0
76115,503,116133,0
115071,678,72409,0
98405,843,144030,0
92702,322,12489,0
98518,461,144418,0
92805,443,130871,0
78954,403,48235,0
48064,681,44428,0
99063,754,134664,0
22454,716,115665,0
40878,623,23796,0
71098,470,60776,0
82154,573,121429,0
32991,751,73696,0
88344,424,139443,0
56593,682,64435,0
56304,616,47020,0
50386,406,41119,0
75220,762,103764,0
89338,729,72653,1
114289,636,133718,0
41083,795,37839,0
38354,661,76887,0
42190,731,148536,0
26142,819,136778,0
48398,705,20660,0
71971,676,67323,0
61862,451,138870,0
118668,621,46113,0
73410,513,91991,0
39503,364,73847,0
68456,569,56026,0
102035,836,134349,0
28016,399,53974,0
22384,404,148989,0
82320,430,22955,0
35072,688,100847,0
100018,620,89357,0
60510,737,66799,1
68933,318,120269,0
41826,524,121942,0
88026,759,103904,0
45518,693,144778,0
44045,525,68409,0
70876,659,22193,0
112446,729,135413,0
110102,314,133973,0
71919,845,105789,0
119441,713,88366,1
47103,654,22013,0
56188,756,142610,0
25845,830,103417,0
106698,495,55377,0
56674,414,134486,0
39337,716,52645,0
42313,651,83070,0
46943,374,88536,0
97949,335,41085,0
20276,541,94271,0
71151,362,94500,0
37611,808,126104,0
31944,487,58792,0
72887,392,10733,0
101442,304,133276,0
69847,737,125306,0
78653,465,91733,0
106072,745,83601,1
76622,324,130948,0
47810,807,52318,0
97842,397,90094,0
30503,567,89142,0
104761,692,111325,0
56976,584,70587,0
31590,408,84835,0
30886,326,97334,0
32866,354,91984,0
86624,432,124383,0
88899,351,16300,0
52792,792,124871,0
29764,597,21059,0
106156,698,67166,0
62727,317,18720,0
98471,545,63230,0
28068,802,130077,0
27295,388,5635,0
61160,502,81742,0
31390,539,69197,0
40131,789,133547,0
114754,312,49845,0
95969,614,27805,0
35038,497,119288,0
72327,542,119862,0
113718,806,30632,1
97064,342,129628,0
41281,629,130642,0
74189,728,147732,0
68511,461,31877,0
28605,734,115914,0
21381,532,53360,0
86634,410,29091,0
39810,531,44767,0
44322,572,135967,0
61869,340,48518,0
52955,765,124932,0
81388,376,94168,0
30207,789,70865,0
107329,416,17370,0
87628,733,149919,0
48220,318,126271,0
104050,495,72216,0
94085,750,117658,0
42031,724,52112,0
90721,693,128941,0
100807,583,77402,0
91312,333,30479,0
79766,594,125752,0
32449,550,113460,0
109833,638,9188,0
76699,739,40617,1
101253,479,139438,0
66092,527,57063,0
83671,322,83597,0
30350,626,20952,0
116158,453,9283,0
88487,445,25645,0
37622,551,16740,0
90263,601,103548,0
73117,369,10128,0
78394,842,60983,1
43782,392,55930,0
48454,462,97647,0
87904,380,13628,0
35592,362,101831,0
42173,735,46753,0
53204,347,99380,0
55596,744,143740,0
54324,373,84948,0
81202,841,127081,0
109400,456,26420,0
50750,786,82899,1
96112,565,11874,0
36566,555,69959,0
27190,338,101617,0
108607,354,147734,0
58333,327,57343,0
100905,417,24503,0
109571,669,20271,0
21589,508,136448,0
45235,615,100616,0
20159,692,113819,0
32145,743,130695,0
100909,558,23325,0
51921,497,136276,0
36237,744,143126,0
28244,604,60100,0
34743,638,23809,0
117102,828,69115,1
66101,353,57569,0
104227,411,139137,0
119532,718,39495,1
76378,604,10976,0
91126,737,101690,0
76071,384,25410,0
91121,823,127550,0
94763,551,130812,0
113814,425,86273,0
32237,704,43832,0
35649,603,41582,0
57713,327,65430,0
93463,565,131144,0
65409,351,18544,0
68766,810,124229,0
66154,506,54843,0
27016,810,82827,0
99563,500,104137,0
68688,583,118903,0
109678,656,76330,0
74238,346,14353,0
78608,436,51403,0
109081,429,27244,0
51897,494,88946,0
70961,663,80365,0
88703,731,130120,0
64757,368,18046,0
46917,757,52275,0
42736,839,146483,0
47990,634,49604,0
82551,825,38960,1
78161,315,121816,0
99623,755,102014,0
42440,809,141459,0
55205,508,57603,0
100811,457,66185,0
75103,636,117712,0
90812,540,38099,0
61627,357,112707,0
39008,604,55200,0
91274,644,148352,0
52402,313,138347,0
73384,658,43005,0
25793,676,116723,0
25571,542,11385,0
116867,444,103806,0
36209,714,8569,0
110930,693,112575,0
63148,657,110620,0
111218,457,30910,0
22224,317,58170,0
68695,646,135709,0
52441,357,132899,0
59129,454,74752,0
82368,786,36600,1
112122,830,21315,1
64760,786,95134,1
43478,450,31425,0
91854,658,127119,0
114230,667,80891,0
105716,346,89274,0
32180,506,59016,0
118538,749,105637,0
35372,782,67821,0
49796,442,52993,0
78272,699,118496,0
109963,396,109371,0
118826,346,61565,0
113635,490,138281,0
74040,439,147520,0
