year,mileage,engine_size,price
2014,114849,3.7,2000.0
2019,10013,3.8,14125.13
2011,61763,4.0,4031.14
2019,158413,3.0,2000.0
2020,101706,2.2,7239.05
2010,141891,4.1,5600.76
2015,36761,4.1,5361.64
2021,54007,1.5,9615.45
2019,160245,4.6,17516.0
2020,131128,1.9,13100.61
2006,119972,2.2,2000.0
2008,183461,1.9,2000.0
2023,26920,4.9,14814.21
2010,62467,2.2,2986.58
2022,63897,4.9,23171.21
2015,119590,3.6,19386.97
2013,164459,1.7,2000.0
2007,147113,3.2,12447.79
2006,152330,4.5,2000.0
2022,144138,3.2,21855.0
2019,133685,1.5,2000.0
2022,19219,2.1,18680.64
2023,90777,1.9,34494.46
2019,136054,1.5,10892.43
2021,105229,2.3,11676.76
2022,52760,3.6,24020.15
2022,56758,2.5,22816.84
2015,48562,2.8,17892.64
2022,61033,2.3,17030.02
2007,176742,5.0,2000.0
2017,91097,3.3,9795.16
2018,89865,4.3,5840.6
2008,150029,2.8,16226.52
2022,197764,1.7,2000.0
2009,127416,4.4,2881.28
2018,64074,4.1,12845.45
2016,134940,2.3,2000.0
2011,121222,3.4,2000.0
2016,148223,1.4,15434.57
2012,139678,1.1,9444.92
2007,39338,4.3,14636.27
2005,77011,4.8,2000.0
2007,176376,2.4,11426.77
2015,109602,3.4,7265.15
2022,35654,3.9,18689.07
2011,197469,4.0,2000.0
2013,96003,2.9,3610.17
2008,54109,3.5,4013.06
2014,110260,3.6,4234.28
2022,114897,1.4,3497.7
2020,116845,3.6,2000.0
2016,116877,3.0,5851.95
2023,123555,2.5,9428.41
2007,170070,2.0,2000.0
2012,88203,3.6,11890.87
2023,113313,1.7,17569.33
2013,57369,4.2,5955.76
2023,109189,1.7,24704.34
2021,101262,4.1,11319.14
2017,86377,4.3,26133.66
2006,137062,4.8,7794.6
2008,116370,2.9,6110.46
2015,78183,1.3,2000.0
2006,18350,3.7,17129.95
2008,134358,2.1,2000.0
2008,50147,1.4,2000.0
2005,99260,4.4,2000.0
2015,158692,1.6,7943.84
2006,217,3.0,18305.17
2023,53098,4.2,14603.65
2012,100719,1.8,2000.0
2008,88115,4.6,15104.54
2020,175377,2.3,2000.0
2019,99771,2.6,3377.96
2009,45742,1.5,2000.0
2009,19256,3.6,5985.49
2019,16416,3.0,23361.48
2021,19871,4.9,35933.56
2007,154243,3.8,2000.0
2022,90536,4.0,14916.29
2015,3078,1.8,11960.0
2010,94946,3.9,22838.99
2016,168702,3.2,2000.0
2021,116505,2.6,25003.96
2018,77654,4.1,18311.43
2010,77746,4.9,11205.7
2014,80567,1.4,2000.0
2020,168134,4.2,34439.26
2022,99018,4.7,28472.71
2010,167820,2.3,2000.0
2023,168223,2.5,3921.89
2007,51176,4.2,13317.94
2016,44689,4.8,21118.87
2020,39630,4.8,29601.06
2007,150070,1.2,2000.0
2020,66346,4.5,23250.0
2008,10647,3.3,24917.72
2017,100334,2.7,26322.02
2008,78740,4.4,11392.93
2008,6033,4.2,3051.51
2011,157433,3.0,3166.16
2016,106258,2.6,16544.2
2006,197432,2.9,2000.0
2020,165567,2.3,12478.21
2011,149688,3.7,2000.0
2023,136752,4.6,20092.39
2015,138677,2.0,5537.58
2005,164602,4.3,4340.1
2013,37329,2.4,2583.0
2009,121820,1.5,15037.07
2021,134377,1.2,14106.7
2005,171610,2.9,2000.0
2021,162466,3.3,26750.28
2016,54044,1.0,2000.0
2017,140805,3.6,15397.61
2015,8612,3.1,21766.63
2017,194938,5.0,8953.59
2017,110040,1.4,2000.0
2010,4436,3.8,2163.78
2010,105401,1.9,2000.0
2014,157631,1.8,3053.64
2023,73850,1.1,21379.6
2007,119655,1.0,7247.75
2011,41393,1.7,10576.5
2009,16335,1.7,8980.77
2012,22715,1.0,2000.0
2009,128013,3.9,2000.0
2016,4165,3.0,8493.32
2008,127626,2.6,4593.08
2023,118170,1.4,2000.0
2022,117572,2.3,6275.73
2007,51790,2.9,6205.75
2011,184101,5.0,13623.7
2012,96573,3.0,11130.45
2019,17999,1.1,14591.01
2021,15505,1.8,29186.98
2023,22388,2.4,12739.61
2008,102112,2.8,10511.74
2020,46461,3.7,28941.04
2017,112630,3.4,5162.85
2016,98839,3.0,9056.85
2008,164962,4.4,10172.24
2016,184589,1.8,2000.0
2021,39857,1.3,15611.02
2013,79639,4.4,26804.24
2016,130828,2.8,2998.8
2019,82578,3.2,14329.32
2006,48149,4.3,2000.0
2013,14337,4.8,24697.57
2018,129126,3.2,2000.0
2008,27683,4.2,2000.0
2008,63269,3.2,7082.77
2010,72754,1.1,2000.0
2009,107662,4.8,2000.0
2021,79330,4.3,12974.88
2017,108467,4.0,13581.18
2021,188432,2.8,4745.03
2023,116591,4.8,22778.23
2005,181836,3.0,2000.0
2021,136469,3.9,23604.49
2007,110202,1.4,14536.75
2018,196021,1.9,5953.4
2016,123315,2.7,2000.0
2019,176103,3.3,2000.0
2010,68269,4.2,2000.0
2006,119939,2.0,2000.0
2008,155910,4.1,15970.78
2017,22425,4.6,2000.0
2017,39119,4.3,7451.61
2021,130273,3.5,28421.89
2010,114364,4.2,15761.54
2015,182736,4.5,2000.0
2023,33125,3.2,10757.15
2020,138383,4.2,21037.93
2012,166241,2.7,11435.62
2005,165114,3.1,2000.0
2014,110967,1.2,2000.0
2006,164828,4.5,2000.0
2023,81140,1.6,20322.86
2018,16401,2.1,8338.38
2007,181962,2.3,10140.97
2013,137700,1.5,18834.49
2012,113015,4.7,22986.67
2015,50065,4.9,10806.98
2019,172597,4.5,13120.87
2010,117600,2.4,2000.0
2006,91464,1.2,11339.84
2005,32398,1.7,4409.27
2007,165311,4.1,2000.0
2022,68699,2.1,6610.75
2018,179719,4.6,13988.64
2021,21755,4.3,38341.71
2006,180141,1.9,2000.0
2023,107107,3.8,3828.48
2013,91174,2.8,2000.0
2012,90759,1.9,5507.23
2014,141673,3.4,20048.65
2013,4017,4.3,16456.97
2012,199217,4.7,4402.72
2011,32850,1.2,5107.42
2010,100093,2.7,22027.61
2006,46787,3.4,2737.01
2013,173082,2.4,2000.0
2013,139045,2.3,2000.0
2023,102420,4.1,22955.82
2013,29913,4.1,18897.83
2006,13356,3.9,24587.27
2023,111545,4.6,4500.63
2020,103830,3.0,32385.18
2018,51893,4.2,7416.51
2005,197405,1.0,3198.56
2017,162654,4.9,4636.28
2006,21135,4.7,3010.85
2018,122419,4.4,15745.41
2005,180986,3.4,2000.0
2019,172649,3.2,10349.46
2022,143696,1.6,19649.38
2013,20247,1.2,31801.96
2012,15507,2.0,2885.18
2011,118374,1.6,8072.87
2013,128410,3.2,2000.0
2013,65025,2.3,2000.0
2015,148223,2.6,4886.74
2008,163387,1.1,19112.63
2011,113458,3.2,2000.0
2011,162176,3.6,8877.54
2008,87521,2.3,5405.57
2016,161370,1.5,2000.0
2021,35953,3.8,17186.5
2007,58364,1.5,2000.0
2013,56581,4.3,26480.52
2009,60837,3.2,19380.46
2020,17461,1.9,10484.42
2012,175291,4.6,23634.69
2020,108271,1.6,2000.0
2023,13501,3.4,13775.04
2020,11070,3.5,31381.47
2022,100194,1.1,18166.39
2019,132698,3.4,13364.04
2022,64569,3.8,43195.97
2018,39414,4.6,18567.02
2020,28860,3.8,30415.07
2009,161532,2.9,6728.32
2012,116259,4.4,14893.06
2020,118363,2.4,12498.77
2005,124471,4.4,2000.0
2015,59970,4.4,2000.0
2015,54584,3.4,7972.09
2006,64286,2.4,31780.43
2023,70309,3.4,9926.23
2009,37812,4.6,6897.59
2007,94359,3.5,18445.14
2012,177049,4.4,2000.0
2008,173160,2.4,2000.0
2017,142702,2.2,5192.99
2018,42075,2.0,21681.71
2005,119496,3.0,2000.0
2009,193316,2.7,2000.0
2011,141172,4.4,2000.0
2010,196314,1.5,2000.0
2019,29103,3.2,20768.17
2019,128578,2.6,14382.96
2012,34096,4.8,15318.1
2006,102754,4.2,14602.8
2018,77766,2.7,15499.27
2020,11807,3.6,9569.62
2014,56723,4.0,14851.29
2019,34951,1.3,13839.31
2008,15427,3.7,14277.26
2016,153,1.6,6384.91
2014,54734,1.8,12634.19
2006,63813,2.8,2000.0
2008,66351,4.9,15361.03
2010,132191,4.8,4327.05
2018,191684,4.6,27872.91
2007,169005,1.1,2000.0
2019,66745,4.4,22531.64
2005,63810,4.1,4712.99
2023,99410,3.0,11468.35
2005,161094,2.3,2000.0
2017,27372,4.0,16852.47
2012,127424,1.4,3751.74
2022,103568,3.6,11367.35
2007,78101,3.7,2000.0
2022,27235,3.2,46119.38
2013,66573,4.5,6097.97
2010,68869,2.3,7198.5
2006,109037,2.9,2000.0
2008,159790,4.0,3550.66
2022,100243,3.9,8429.81
2011,15555,3.2,8110.81
2015,162560,2.1,23625.42
2009,18863,2.2,2000.0
2012,126741,4.0,2556.38
2015,153377,1.0,7402.08
2019,97211,3.6,21066.52
2007,114092,2.0,2000.0
2011,121208,3.7,7900.8
2012,167446,1.7,2000.0
2015,5203,2.5,2000.0
2014,61182,4.0,2000.0
2013,162839,4.0,2000.0
2019,102362,1.8,31350.41
2009,168844,2.5,13012.78
2019,186692,3.0,2000.0
2008,106319,3.3,18010.73
2009,147771,4.0,4169.83
2019,32293,1.1,15207.36
2021,123100,1.5,30367.75
2012,153497,1.6,2000.0
2023,122327,1.8,4018.27
2013,165354,1.1,2000.0
2014,87043,4.7,22962.91
2009,181954,1.6,24032.32
2014,68721,1.3,5325.55
2005,17622,2.9,2000.0
2008,136527,4.8,12354.62
2009,166764,4.9,2000.0
2011,137868,3.7,18705.15
2009,58534,1.7,6136.08
2012,127262,1.0,2623.12
2021,22423,2.3,7014.78
2005,27007,1.5,10608.74
2022,179193,4.0,46513.71
2016,93006,4.9,24160.87
2007,113156,1.3,2000.0
2018,96382,2.6,24287.72
2020,116144,4.6,19361.69
2022,181333,3.9,20928.8
2014,158764,4.5,2000.0
2019,178121,4.7,16040.02
2014,82542,2.7,26620.31
2005,149793,3.8,15870.16
2023,165098,3.8,8651.89
2006,120988,3.5,4498.35
2017,135573,2.3,2719.36
2020,128711,4.3,25639.04
2012,138361,4.1,2000.0
2007,75696,2.8,2000.0
2023,191711,2.7,3878.7
2018,83943,1.0,5988.05
2015,7190,4.4,19941.8
2016,51678,2.1,2000.0
2015,194844,2.9,2000.0
2015,90456,2.6,25440.98
2022,167512,3.7,23937.72
2014,142332,2.6,2000.0
2020,149369,1.7,18393.47
2012,2445,4.5,16942.39
2010,140048,1.7,2000.0
2023,21275,1.1,14407.7
2017,54386,1.8,15767.08
2019,197057,2.8,2000.0
2017,80643,2.7,14575.12
2005,165267,4.2,2000.0
2006,195240,1.8,2000.0
2017,199203,4.1,2000.0
2006,182500,1.4,2000.0
2015,71301,2.9,3706.33
2017,188659,4.5,10434.81
2014,175340,2.7,2000.0
2019,74673,4.9,3163.87
2005,82946,3.5,5223.93
2018,68585,4.0,7434.68
2014,55298,3.0,15863.63
2022,93418,2.7,19172.55
2015,170938,1.3,2000.0
2011,48378,1.5,11346.08
2019,62519,3.3,12269.29
2007,155708,3.5,2000.0
2006,112707,4.9,2000.0
2012,11590,4.4,8386.09
2012,97987,4.4,9643.84
2015,119741,2.1,2330.28
2020,93890,2.6,2864.53
2006,151062,1.4,2000.0
2009,137741,3.3,2000.0
2011,16773,1.3,2000.0
2017,15648,2.8,21638.19
2006,70152,3.3,14169.0
2007,9867,1.9,2000.0
2013,65788,4.1,8786.99
2014,98018,3.7,2000.0
2017,73588,1.6,18002.28
2017,173746,4.9,28235.73
2009,190509,3.2,3738.42
2011,87843,1.1,9914.69
2021,119436,2.4,31643.18
2019,174604,4.9,3176.69
2009,138937,4.6,2000.0
2011,50657,1.6,2000.0
2006,44628,4.4,22141.18
2022,12705,3.5,7971.18
2014,177129,1.1,18924.93
2005,162858,4.0,13270.87
2018,195455,2.7,2000.0
2023,196251,2.6,2000.0
2020,168494,2.5,16954.94
2023,78754,3.4,15967.53
2010,44237,3.9,5196.83
2016,89809,3.6,3679.39
2007,181522,2.0,2797.52
2011,119378,3.8,3261.9
2007,29792,1.5,11206.74
2021,109410,4.9,37128.79
2019,81043,2.9,29218.81
2023,63871,1.4,27482.54
2023,109376,3.3,11890.84
2015,191269,3.3,6219.43
2006,11899,1.2,13138.57
2011,163316,1.0,2000.0
2023,65179,5.0,14397.55
2011,23584,2.6,15126.12
2014,11020,2.0,15351.0
2016,32983,3.2,11065.94
2022,145323,1.0,2000.0
2010,164019,1.1,2000.0
2012,51838,1.5,6761.95
2009,113996,4.2,2545.97
2007,54731,2.0,26223.97
2006,16760,3.0,14875.99
2010,121648,1.9,11044.3
2011,64646,3.2,2647.8
2012,149283,3.0,2000.0
2008,24156,2.6,2000.0
2016,155033,2.7,17165.74
2016,175258,3.6,4341.32
2021,149783,4.4,9727.56
2023,29520,2.3,31891.66
2013,90864,3.1,2000.0
2016,89504,4.4,11999.98
2021,126049,1.7,2932.93
2014,155897,4.9,4900.68
2023,113553,4.0,15845.87
2015,168576,2.5,2000.0
2017,39238,2.5,30837.95
2008,120289,1.8,2000.0
2019,119554,2.1,2000.0
2016,46883,3.3,15323.53
2014,30642,1.0,13666.87
2011,72056,1.1,2000.0
2006,159371,4.9,6406.66
2011,175118,1.9,2000.0
2012,4576,4.3,26798.95
2023,7183,3.4,32868.46
2010,190172,2.8,4438.56
2012,130949,3.9,2000.0
2008,76350,1.2,2000.0
2013,26352,4.0,14943.15
2009,61924,4.4,5754.57
2010,179478,2.1,2000.0
2023,77132,2.2,18901.16
2016,129963,1.4,2000.0
2009,55552,4.4,2000.0
2009,146616,4.2,2000.0
2022,59418,2.7,22791.51
2010,188245,2.5,8775.95
2013,132157,2.7,11756.8
2015,96225,2.7,17316.34
2018,36497,2.7,6571.67
2006,86248,1.6,2000.0
2018,132559,1.1,2000.0
2023,74076,4.0,22921.94
2014,156061,2.4,13580.45
2009,81491,3.0,8145.34
2008,128686,2.2,28514.5
2011,92565,2.5,14223.95
2017,109948,1.3,2000.0
2014,40105,2.5,13400.36
2014,46369,2.9,26265.89
2008,7102,4.3,24070.13
2020,125443,2.3,28630.78
2019,66545,1.4,8956.93
2015,151838,4.0,2000.0
2023,63794,2.5,2000.0
2007,88625,4.7,4501.85
2019,3079,4.8,24909.04
2020,12167,4.5,11741.41
2018,67722,1.9,3817.87
2009,44279,2.0,2000.0
2021,9398,4.2,14289.59
2022,61140,2.8,24414.49
2023,135590,2.2,10349.68
2005,176524,2.2,2000.0
2013,49456,3.3,19072.84
2018,185362,4.6,14894.55
2015,36222,3.5,17313.5
2006,6082,3.5,2000.0
2009,99154,4.0,13475.88
2019,153183,4.0,19458.95
2016,90606,4.6,20451.7
2018,19939,1.6,33443.28
2015,182898,4.9,2000.0
2013,52582,2.3,2000.0
2012,48819,2.1,26200.37
2016,19533,3.0,2000.0
2007,178502,2.1,2000.0
2019,134419,1.9,2000.0
2012,179551,4.9,2000.0
2011,3949,1.4,4583.55
2021,95413,5.0,18012.08
2016,147960,3.5,22916.96
2022,94814,4.8,19031.45
2022,161156,4.6,36162.17
2019,36174,3.6,6814.93
2007,130027,3.4,2000.0
2023,183741,5.0,13581.08
2019,195068,3.1,19945.27
2020,43664,1.7,2540.48
2021,97527,5.0,6576.05
2005,110260,2.3,2000.0
2015,47634,1.3,2000.0
2010,70793,3.9,2155.75
2013,124641,2.8,2000.0
2020,100991,2.6,2000.0
2010,121998,3.5,25088.45
2016,38291,1.2,5444.2
2023,140982,3.8,32371.86
2017,30604,3.0,9914.77
2017,151955,3.0,2000.0
2008,93738,4.6,9056.67
2013,53726,4.3,17942.58
2018,187089,3.1,2000.0
2018,89647,3.3,12607.86
2021,168155,4.2,16769.03
2009,100718,2.6,21565.02
2023,185539,3.7,20761.8
2006,144343,3.2,23992.18
2017,185003,3.0,10086.46
2015,64456,4.9,26295.63
2006,38574,1.1,14420.07
2005,51121,2.7,5698.54
2007,27679,4.7,35401.95
2016,76794,4.7,18369.0
2011,1759,4.0,16127.14
2005,55718,3.4,10768.46
2013,159700,3.8,2000.0
2022,160747,2.0,4713.2
2010,149737,3.0,2000.0
2013,62268,3.1,6952.66
2012,103533,1.3,10002.97
2022,142298,4.5,18681.57
2019,179054,2.8,20229.41
2005,148579,4.6,2000.0
2018,71367,2.6,2000.0
2022,132306,2.6,30053.6
2023,187100,2.0,16495.46
2023,105874,3.6,10861.6
2014,137028,3.2,2000.0
2010,180898,4.7,2000.0
2021,149761,2.7,20728.97
2018,197876,3.6,12592.19
2017,21481,3.8,23226.08
2012,85141,2.3,8334.4
2014,135266,4.5,26550.85
2013,159442,2.5,5114.17
2009,10251,3.5,10516.66
2008,63356,3.5,21691.23
2010,83169,2.7,13718.83
2010,4029,1.7,14649.66
2017,68396,3.4,2000.0
2008,69049,2.5,2000.0
2012,167059,2.5,2000.0
2009,41138,3.0,14263.1
2006,70466,3.7,2000.0
2013,135749,3.9,2000.0
2015,5472,2.7,18455.41
2015,170548,1.5,9677.94
2011,144800,4.2,2000.0
2018,155286,3.7,4626.13
2010,177721,4.2,4315.45
2008,35297,2.3,2000.0
2010,187694,4.6,18392.73
2007,128298,2.1,2000.0
2010,91068,2.2,2000.0
2007,68009,3.1,9099.99
2005,99389,5.0,2491.89
2022,105666,1.8,2000.0
2008,135734,4.4,2000.0
2010,101738,1.0,3566.64
2021,171568,2.0,3204.86
2022,133737,2.4,12199.79
2010,76720,3.6,9723.5
2006,177014,1.5,11405.6
2016,139547,1.5,21263.25
2016,37239,1.6,18373.54
2008,153975,3.7,13118.19
2020,192206,1.5,12352.31
2014,148243,2.6,2000.0
2014,12660,1.6,13968.75
2011,58200,2.5,2000.0
2018,173730,3.9,26820.56
2011,129267,2.1,18161.96
2016,23289,3.5,14029.27
2015,139060,2.0,2000.0
2021,39974,4.0,6621.54
2015,163124,4.1,2000.0
2007,100437,2.2,2000.0
2023,45154,1.1,26801.48
2008,2421,1.5,5756.39
2012,60149,3.0,19982.12
2018,69467,2.5,6966.29
2018,172656,2.4,2977.73
2020,127058,3.3,13830.18
2019,26176,1.6,2000.0
2016,122880,2.8,10467.51
2020,47540,1.8,8028.31
2023,176377,4.9,19633.03
2009,168345,1.2,5962.38
2016,173441,1.1,13146.29
2009,44827,3.3,22052.0
2014,94697,1.3,2000.0
2021,129262,4.2,29542.95
2019,43930,4.3,27135.63
2012,121211,2.7,2000.0
2012,66334,4.4,2000.0
2012,134534,4.0,17460.89
2014,105799,1.5,3990.29
2017,112095,4.4,17879.68
2020,96202,4.5,4764.03
2013,50479,2.3,2000.0
2020,7449,4.1,37532.2
2014,189110,4.6,7369.15
2007,191832,4.0,2000.0
2018,45190,1.4,8437.94
2017,161235,1.4,15146.51
2008,179314,4.9,6329.06
2008,32953,3.2,2000.0
2010,39799,3.6,15650.2
2023,12288,4.6,31573.5
2015,158545,1.0,5883.44
2012,158663,2.7,22435.23
2018,159463,3.3,8560.34
2012,9877,1.0,2000.0
2018,73127,3.5,14318.07
2011,101053,4.4,15163.99
2022,127245,1.2,13861.67
2016,88482,4.2,12581.09
2018,52550,4.9,11222.42
2019,106364,4.7,2000.0
2022,141566,3.1,18633.66
2016,78,4.4,22269.39
2014,77674,4.1,16413.82
2016,83041,4.3,18499.0
2012,101525,2.6,4563.91
2010,8977,2.9,10697.07
2023,117549,2.0,9977.77
2005,32593,1.2,14668.08
2017,133795,3.4,15466.55
2020,9773,2.2,22057.12
2022,180582,3.0,11026.45
2016,198373,4.9,2000.0
2009,164644,1.3,2000.0
2017,84650,4.5,7739.08
2012,169831,1.3,4250.7
2010,14539,3.6,14313.73
2007,40593,2.4,18732.12
2008,176094,1.4,2000.0
2016,98446,4.0,2000.0
2017,125114,3.8,11503.32
2006,93671,3.6,2000.0
2023,125049,4.9,25750.96
2008,60765,1.1,2000.0
2017,164123,2.7,2000.0
2023,96782,3.3,3209.86
2012,181802,2.4,4046.49
2012,93984,3.7,12492.89
2020,176314,4.6,19894.72
2015,197231,3.8,2000.0
2022,33312,3.3,2000.0
2008,7586,4.0,5368.66
2005,82833,1.4,2000.0
2005,125017,3.5,2000.0
2018,84463,2.6,2000.0
2008,192148,2.3,2000.0
2015,193471,3.0,2000.0
2022,110491,4.2,20577.14
2020,149203,2.7,27438.96
2021,15020,3.8,15285.15
2006,98170,3.4,6812.33
2008,59523,4.7,3088.46
2007,75043,2.8,20827.62
2019,63477,4.3,27548.87
2006,93420,4.4,11127.71
2023,90334,2.9,15660.57
2013,194173,3.0,10805.46
2014,162854,2.3,6391.49
2023,110918,3.0,11945.09
2009,29904,2.0,13628.54
2018,84073,4.4,12350.1
2014,197174,2.0,8742.68
2020,166575,2.0,25549.67
2010,82644,4.6,14820.96
2012,122507,3.1,7008.4
2006,184272,1.4,2000.0
2022,62927,2.4,20381.53
2012,52050,3.8,9582.36
2009,34232,2.6,2000.0
2021,80656,2.7,27186.63
2020,64021,3.0,6291.76
2009,42914,1.9,22916.54
2021,63856,2.7,13598.29
2008,111290,1.9,2000.0
2005,46798,2.4,6728.34
2010,179858,3.1,2605.6
2005,38382,3.8,30563.74
2008,23473,3.5,16649.81
2006,163993,3.3,2000.0
2017,121451,3.4,20920.78
2018,161067,3.0,2000.0
2021,151522,3.5,20955.77
2015,180374,2.5,2000.0
2007,15765,4.6,2000.0
2011,92334,3.4,2000.0
2014,66314,4.7,3914.35
2015,177462,2.6,2000.0
2014,151705,2.6,2000.0
2012,53120,4.9,22857.36
2009,40435,3.9,15836.07
2006,79843,3.1,10406.44
2019,102900,3.9,17466.88
2020,7357,2.6,19660.1
2008,68089,4.0,2000.0
2020,28820,1.8,22799.47
2016,20487,4.8,22418.72
2018,79507,2.8,18090.6
2016,22188,1.4,10215.34
2020,78416,4.4,16954.22
2020,31310,4.6,28249.53
2016,135636,3.9,21431.35
2006,94658,3.5,10292.8
2018,20062,4.7,19313.33
2015,79671,3.5,32664.22
2013,143487,4.2,14369.14
2011,69241,2.9,5939.77
2016,9044,3.9,20584.46
2021,168022,5.0,18182.59
2013,151421,2.5,2000.0
2010,169040,3.9,2000.0
2016,153789,1.6,2000.0
2014,62263,3.5,14215.73
2013,56917,2.3,14736.49
2016,169443,4.5,13732.53
2005,8647,2.4,2000.0
2006,145262,2.8,2000.0
2023,105479,4.9,19011.98
2005,98533,1.9,2000.0
2020,23191,3.3,31170.34
2020,128526,4.5,31048.98
2022,98259,2.3,22413.75
2022,120282,1.1,33448.75
2017,168859,4.6,20441.39
2016,101781,3.5,16007.3
2013,183582,1.9,2000.0
2009,80840,2.1,2000.0
2013,108286,4.2,9464.68
2017,61885,3.6,30440.16
2020,165206,3.9,8312.03
2014,155972,3.3,14543.73
2020,65702,4.2,11876.27
2018,57924,4.3,16040.32
2006,169535,2.5,2000.0
2023,124679,4.6,2637.17
2015,44587,3.0,4626.53
2023,60197,1.6,24759.18
2015,188276,1.9,2325.25
2018,156820,3.9,36697.89
2019,172803,2.5,2000.0
2011,66463,2.0,2000.0
2019,76636,3.4,30111.36
2012,78779,4.1,5995.11
2008,161850,1.4,15120.64
2022,172637,2.8,29223.92
2018,118788,4.1,8406.84
2022,53246,4.6,22326.58
2008,178258,1.1,2000.0
2006,121671,3.6,2000.0
2010,130430,3.4,2000.0
2015,178724,3.1,2000.0
2005,46558,1.6,3203.41
2019,31244,4.0,17881.09
2016,156649,2.6,2000.0
2022,197021,1.9,2000.0
2009,29386,4.4,15971.57
2015,194739,2.2,2000.0
2023,22312,1.8,27549.37
2005,107983,2.2,22412.14
2021,8718,1.7,19098.24
2012,65536,4.1,16858.42
2020,106766,1.7,2000.0
2015,148527,3.9,17555.32
2023,47078,1.7,14362.38
2015,15542,1.9,15767.94
2019,117575,2.4,7244.71
2012,121204,4.8,2000.0
2018,196309,4.7,25382.54
2005,129562,1.3,2000.0
2014,142842,2.3,2895.32
2011,122593,2.4,2000.0
2022,100299,1.8,4570.15
2016,134649,2.7,2000.0
2006,113211,4.0,2000.0
2022,120897,1.4,3917.56
2011,165549,3.7,3455.22
2016,14322,2.0,16806.52
2018,169957,3.6,23100.2
2014,57813,3.7,14683.11
2013,51442,3.9,7801.36
2019,139600,4.4,24508.24
2014,148211,4.6,2000.0
2023,109097,4.0,4890.77
2023,75447,2.9,6057.01
2016,7212,1.2,12752.47
2016,34867,4.7,20626.78
2013,64662,3.4,27030.79
2008,98716,3.1,2000.0
2005,47672,2.0,2000.0
2020,81682,3.7,9569.01
2005,60624,5.0,13093.17
2017,134065,2.3,9071.8
2007,11654,4.2,8194.4
2016,246,2.2,24997.03
2013,56714,3.0,19871.63
2008,44738,1.9,2000.0
2006,170817,3.1,2000.0
2013,187730,2.8,15091.68
2017,56247,1.2,11156.4
2018,146250,2.5,2231.06
2007,118055,1.3,2498.96
2022,28906,2.8,25569.14
2013,133761,4.9,13089.63
2019,164427,2.2,7880.29
2014,67004,3.1,12737.52
2021,65768,1.5,15487.79
2017,170725,1.6,2000.0
2005,122699,2.4,9563.15
2015,128881,3.0,2000.0
2009,145304,3.8,2000.0
2013,89060,2.8,28063.02
2011,100190,1.1,24029.91
2011,16693,2.1,2000.0
2006,156591,1.1,2000.0
2023,91019,4.7,6012.99
2022,199356,1.1,18706.67
2014,174557,1.2,5718.84
2009,67136,2.2,13368.16
2020,118002,3.5,13241.39
2009,29027,2.4,12125.02
2019,64307,1.2,22398.77
2020,168770,4.3,9765.33
2008,5729,3.8,20063.81
2018,57143,2.6,8284.49
2021,45932,3.7,42748.16
2021,146138,2.1,10170.62
2020,116529,3.1,22431.52
2013,149092,4.5,12093.61
2006,116363,1.4,2000.0
2015,193248,4.4,14662.77
2019,67326,4.2,22303.72
2007,199752,4.8,2000.0
2020,110016,3.1,24465.82
2023,170807,2.1,12122.5
2010,180379,2.4,2764.52
2018,154370,3.6,13079.76
2009,41893,1.6,4774.52
2009,124213,2.4,8612.66
2010,102647,3.9,8958.33
2022,42411,3.3,25112.67
2022,185387,1.3,5062.27
2023,152004,3.0,25147.09
2006,169078,3.1,13988.58
2021,187740,3.8,4408.88
2005,78732,1.0,2000.0
2013,132011,2.7,2000.0
2017,142723,4.5,20953.88
2008,9285,1.1,8326.39
2009,72626,3.7,15585.09
2022,184165,1.9,6651.69
2014,27077,2.5,2000.0
2008,178906,4.5,7440.59
2017,181685,2.5,2633.97
2017,59757,3.2,14586.54
2021,44733,1.4,11297.73
2012,155391,2.3,8740.35
2008,25786,1.6,2522.66
2007,150754,3.2,6123.9
2015,198823,2.8,2000.0
2016,6275,2.1,10151.63
2013,192666,5.0,3987.84
2019,43791,1.6,22855.75
2017,70353,4.3,14460.94
2009,151558,1.1,2000.0
2009,143882,4.4,6067.37
2023,104135,2.9,2000.0
2015,49402,4.3,22154.23
2013,146099,4.0,3757.77
2007,161407,3.3,2000.0
2022,76868,2.5,22178.26
2017,161656,3.7,4569.16
2016,42245,4.3,12187.36
2013,15077,3.0,17020.34
2014,108283,2.7,15913.63
2017,148924,1.6,14903.37
2017,118721,4.6,27608.16
2013,50654,2.1,2000.0
2014,61663,1.5,16247.59
2023,6600,1.3,2000.0
2010,175469,4.0,2000.0
2011,70580,3.7,10500.36
2019,16411,1.5,22042.13
2023,64364,3.1,28398.34
2018,41860,1.6,22509.75
2020,172880,2.5,21694.56
2018,65636,4.1,2000.0
2006,190521,1.9,2000.0
2013,15383,1.1,11687.45
2007,56546,1.8,2000.0
2010,167080,2.6,10091.23
2009,179688,2.0,13907.09
2018,142581,3.9,3771.07
2019,177987,4.2,5631.77
2022,163838,2.0,13185.08
2021,130771,2.1,13639.13
2013,129386,3.2,2000.0
2023,198096,4.0,2000.0
2013,34221,4.8,11709.93
2020,182025,2.2,9677.35
2010,192932,4.6,2000.0
2012,159764,1.7,2114.7
2007,94843,1.2,2000.0
2009,175472,4.2,2000.0
2011,102863,2.9,2000.0
